Era,Name,Notes,Length,Release Date,Type,Streaming,Link(s)
Ongoing,"🌟 YG Marley - Survival (Version) [V2]
(feat. Ms. Lauryn Hill) (prod. Johnny G, Ms. Lauryn Hil & YG Marley)","Version of with a verse from Ms. Hill in place of YG Marley's second verse, featuring additional production.",4:24,"Jul 19, 2024",Feature,Yes,https://tidal.com/track/374396213/u
Ongoing,"If You Can Count
(with Ms. Lauryn Hill) (prod. Eisa Davis, Lin-Manuel Miranda, Mike Elizondo & Ms. Lauryn Hill)",Track 5 from Lin-Manuel Miranda and Eisa Davis's album Warriors.,3:25,"Oct 18, 2024",Album Track,Yes,https://tidal.com/track/392282085/u
Ongoing,"Ye - I CAN'T WAIT [V3]
(feat. Ms. Lauryn Hill & FutureSelf) (prod. Ye, Andre Troutman, 1SRAEL & FutureSelf)
(CAN'T HURRY LOVE)","Track 11 on the deluxe version of Ye's twelfth studio album BULLY. Ms. Hill sings the interpolation of ""You Can't Hurry Love"" by The Supremes. Also adds a sample of ""You Don't Love Me"" by Dawn Penn.",2:17,"Jul 19, 2026",Feature,Yes,https://tidal.com/track/535134150/u
Ongoing,"selah - safety
(prod. Remy, Hugo Hef, selah & Ms. Lauryn Hill)","Single released by Selah Marley, Ms. Hill's second child.",2:24,"Mar 21, 2022",Production,Yes,https://tidal.com/album/217618412/u
Ongoing,"YG Marley - Praise Jah in the Moonlight
(prod. YG Marley, Ms. Lauryn Hill & Johnny G)","The first single released by Ms. Hill's third child, Joshua AKA YG Marley. Samples ""Crisis"" by Bob Marley.",4:23,"Dec 26, 2023",Production,Yes,https://tidal.com/track/337402347/u
Ongoing,"YG Marley - Praise Jah in the Moonlight (Radio Edit)
(prod. YG Marley, Ms. Lauryn Hill & Johnny G)","Radio version of ""Praise Jah In The Moonlight"" which cuts off 23 seconds.",4:00,"Dec 26, 2023",Production,Yes,https://tidal.com/track/350283366/u
Ongoing,"YG Marley - Praise Jah in the Moonlight (Live)
(prod. YG Marley, Ms. Lauryn Hill & Johnny G)","Live version of ""Praise Jah In The Moonlight"" Released with the single. Taken from a performance at the Chase Center in San Francisco, California, on December 6th, 2023.",1:38,"Dec 26, 2023",Production,Yes,https://tidal.com/track/346709520/u
Ongoing,"YG Marley - Survival [V1]
(prod. Johnny G, Ms. Lauryn Hil & YG Marley)","Single released by YG Marley. Samples ""Ambush In The Night"" by Bob Marley, also interpolating his song ""Babylon System"".",4:56,"May 14, 2024",Production,Yes,https://tidal.com/track/363159309/u
Ongoing,"Zion Marley - Marching
(prod. Ms. Lauryn Hill, Omari Stines & Zion Marley)","Single released by Zion Marley. Samples unused background vocal takes from ""To Zion"".",3:25,"Jun 13, 2025",Production,Yes,https://tidal.com/track/436934237/u
Ongoing,"Zion Marley - Premature Paradise
(prod. Ms. Lauryn Hill & Zion Marley)",Single released by Zion Marley.,3:02,"Sep 12, 2025",Production,Yes,https://tidal.com/track/454592764/u
Ongoing,"Zion Marley - In The Sky
(prod. Omari Stines & Zion Marley)",Single released by Zion Marley.,4:18,"Nov 7, 2025",Other,Yes,https://tidal.com/track/466344132/u
Ongoing,"Zion Marley - The Door
(prod. Johnny G, Ms. Lauryn Hill, Omari Stines & Zion Marley)",Single released by Zion Marley.,3:18,"Dec 3, 2025",Production,Yes,https://tidal.com/track/476505986/u
Ongoing,Wyclef Jean - Cause and Effect,Single released by Wyclef on SoundCloud.,4:40,"Mar 7, 2022",Other,No,https://soundcloud.com/wyclefmusic/cause-and-effect
Ongoing,"Ye - I CAN'T WAIT [V1]
(prod. Ye & 1SRAEL)
(CAN'T HURRY LOVE)","Track 5 on the physical release of Ye's twelfth studio album BULLY. Also released as a single exclusively on Amazon Music. Features a verse performed by Don Toliver covered by an AI Ye filter. Interpolates ""You Can't Hurry Love"" by The Supremes.",1:53,"Mar 27, 2026",Other,Yes,https://music.amazon.com/tracks/B0GVC5DSTQ?
Ongoing,"Ye - I CAN'T WAIT [V2]
(prod. Ye, Andre Troutman, 1SRAEL & FutureSelf)
(CAN'T HURRY LOVE)","Track 11 on the digital version of Ye's twelfth studio album BULLY. Ye records over the Don Toliver verse on the physical version, performing a second verse as well. Also has additional production.",2:07,"Mar 28, 2026",Other,Yes,https://tidal.com/track/510893875/u
