Era,Name,Notes,Link(s),Release Date,Type,Length,Available Length,Quality
"4 Single(s)
1 International Single(s)
0 Promotional Single(s)
5 Album Track(s)
0 Bonus Track(s)",Got To Be There,"(01–03/??/1969) (The Jackson 5ive sign to Motown Records)
(01/24/1972) (Got To Be There is released)",,,Michael's first solo outing with Motown Records after three years of success with the Jackson 5ive.,,,
Got To Be There,Ain't No Sunshine,Track #1,https://open.spotify.com/track/5ou2nZT8UQJn1nuiUxAyjs?si=6cda3faf1448407f,"January 24th, 1972",Single,4:09,,
Got To Be There,I Wanna Be Where You Are,Track #2,https://open.spotify.com/track/3mnVgyzn5HC7Sqkn3B5zHs?si=a7e2fa7d0ac2405c,"January 24th, 1972",Single,3:00,,
Got To Be There,Girl Don't Take Your Love From Me,Track #3,https://open.spotify.com/track/2laojQD1QCqjvmMn8lFlPk?si=80a606ea24414bad,"January 24th, 1972",Album Track,3:46,,
Got To Be There,In Our Small Way,Track #4,https://open.spotify.com/track/6m6WAwH7v59fGJQz2luaXN?si=ec0de36a3d9b4fb0,"January 24th, 1972",Album Track,3:34,,
Got To Be There,Got To Be There,Track #5,https://open.spotify.com/track/08QvVJT8y6b0i2nH9mUeMj?si=e05868e77d674a7a,"January 24th, 1972",Single,3:23,,
Got To Be There,Rockin' Robin,Track #6,https://open.spotify.com/track/63gcHyuhAC8G2C0bVQUOJI?si=90b84b1e04fb4ad1,"January 24th, 1972",Single,2:30,,
Got To Be There,Wings Of My Love,Track #7,https://open.spotify.com/track/5h6EHy1GvTcGrpedGZCPHL?si=c4bd2332ea704e93,"January 24th, 1972",Album Track,3:32,,
Got To Be There,Maria (You Were The Only One),Track #8,https://open.spotify.com/track/0w5Jpsn5Hr3CZkN2TvE681?si=8aef36f53bdc4af4,"January 24th, 1972",Album Track,3:41,,
Got To Be There,Love Is Here And Now You're Gone,Track #9,https://open.spotify.com/track/1UWM5Y6O7jU4ec2iaNn1os?si=7cddf9c54a0a41a3,"January 24th, 1972",Album Track,2:51,,
Got To Be There,You've Got A Friend,Track #10. Released as a single in Turkey and Venezuela.,https://open.spotify.com/track/1jrJQ1Gib2ubaxAXe1z2Jc?si=1706b70ed9a948f7,"January 24th, 1972",International Single,4:45,,
"1 Single(s)
2 International Single(s)
0 Promotional Single(s)
7 Album Track(s)
0 Bonus Track(s)",Ben,"(01/24/1972) (Got To Be There is released)
(08/04/1972) (Ben is released)",,,"The second release with Motown, ""Ben"" has the distinction of not only further boosting Michael's popularity, but also hosting the title track, which would be the first of many songs to be nominated for a prestigious award.",,,
Ben,Ben,Track #1,https://open.spotify.com/track/0ZFqB9g2FujbmMSrjqsL3j?si=352bbe4ad6f74731,"August 4th, 1972",Single,2:42,,
Ben,Greatest Show On Earth,Track #2,https://open.spotify.com/track/2nnr3G4e3vK7A13JAMipsh?si=e1b694d7fd214b55,"August 4th, 1972",Album Track,2:47,,
Ben,People Make The World Go Round,Track #3,https://open.spotify.com/track/17V6RQvamKW60OKA837Qu5?si=7a4d4ae93fc943fe,"August 4th, 1972",Album Track,3:15,,
Ben,We've Got A Good Thing Going,Track #4. Released as a single in Venezuela and the Philippines.,https://open.spotify.com/track/3djgZShPRIMqtyOA2FjGlN?si=3b3d142abbf94aad,"August 4th, 1972",International Single,3:01,,
Ben,Everybody's Somebody's Fool,Track #5,https://open.spotify.com/track/1xHEwl4Z3pUHLHby6zlUxP?si=48b3e07d064044f2,"August 4th, 1972",Album Track,2:58,,
Ben,My Girl,Track #6. Released as a single in Lebanon.,https://open.spotify.com/track/4nWZKEZc09aCT68d7cIoGT?si=35f035f240944f65,"August 4th, 1972",International Single,3:05,,
Ben,"What Goes Around, Comes Around",Track #7,https://open.spotify.com/track/0YdYfB1j3plixqB8yia7GT?si=c24f040c88124731,"August 4th, 1972",Album Track,3:35,,
Ben,In Our Small Way,Track #8,https://open.spotify.com/track/5yWQFwQ1RXAS4CNQRE36vQ?si=640fb912b70a4695,"August 4th, 1972",Album Track,3:39,,
Ben,Shoo-Be-Doo-Be-Doo-Da-Day,Track #9,https://open.spotify.com/track/6KnZ1CjqZXlWZdsra4ObEg?si=8c1ca29e67e44a03,"August 4th, 1972",Album Track,3:19,,
Ben,You Can Cry On My Shoulder,Track #10,https://open.spotify.com/track/5j1hnJbfDm8WmqdZ0MPmbo?si=6373861c6e124e89,"August 4th, 1972",Album Track,2:32,,
"3 Single(s)
2 International Single(s)
0 Promotional Single(s)
5 Album Track(s)
0 Bonus Track(s)",Music & Me,"(08/04/1972) (Ben is released)
(04/13/1973) (Music & Me is released)",,,"Although it was argubaly one of Michael's least successful albums from Motown, it yielded ""Music And Me,"" quite possibly the best song to describe Michael's love for music despite it being written by an outside writer.",,,
Music & Me,With A Child's Heart,Track #1,https://open.spotify.com/track/0ls2HeVRI2LELC9uk43Kje?si=dcbad2ffc1c44231,"April 13th, 1973",Single,3:34,,
Music & Me,Up Again,Track #2,https://open.spotify.com/track/6Fx7JOYuLE9qLCpqbGP007?si=c58751d0a76c4961,"April 13th, 1973",Album Track,2:47,,
Music & Me,All The Things You Are,Track #3,https://open.spotify.com/track/4DDOgnNo7c3s6OyFz1qcva?si=43d5dc6aca324c43,"April 13th, 1973",Album Track,2:55,,
Music & Me,"Happy (Love Theme From ""Lady Sings The Blues"")",Track #4,https://open.spotify.com/track/6BDMvjPOmi6GxxDCkhriRw?si=808b8564d5ff4b20,"April 13th, 1973",Single,3:19,,
Music & Me,Too Young,Track #5. Released as a single in Mexico and Venezuela.,https://open.spotify.com/track/79CnUb0xbPX1RownugyB6i?si=b089b3ea86c440d4,"April 13th, 1973",International Single,3:37,,
Music & Me,Doggin' Around,Track #6. Released as a single in the Netherlands.,https://open.spotify.com/track/3OjmX0r4YC4X9W4vOdad61?si=1f8246507aac455f,"April 13th, 1973",International Single,2:52,,
Music & Me,Johnny Raven,Track #7,https://open.spotify.com/track/6aimcSBT324jkydqeiCIh6?si=b57f3c105a624a4c,"April 13th, 1973",Album Track,3:31,,
Music & Me,Euphoria,Track #8,https://open.spotify.com/track/4i06h7zcGD2JXZRq8ZJoc4?si=3c81cdef92df4041,"April 13th, 1973",Album Track,2:48,,
Music & Me,Morning Glow,Track #9,https://open.spotify.com/track/3XIPO30JGpeTGCpCA7OO0X?si=69cff6e6bb1e4a24,"April 13th, 1973",Album Track,3:36,,
Music & Me,Music And Me,Track #10,https://open.spotify.com/track/0QBDsZH9PDnKVQBxEcefku?si=066685c8e5dc48e2,"April 13th, 1973",Single,2:35,,
"2 Single(s)
1 International Single(s)
0 Promotional Single(s)
7 Album Track(s)
0 Bonus Track(s)","Forever, Michael","(04/13/1973) (Music & Me is released)
(01/16/1975) (Forever, Michael is released)",,,"The last album put out by Motown Records, originally slated for release in 1974 before it was delayed. Sessions from the initial version of the album were later released on 1984's ""Farewell My Summer Love.""",,,
"Forever, Michael",We're Almost There,Track #1,https://open.spotify.com/track/5kazs4V71SpcTVUTcorIyJ?si=6287574093f245bb,"January 16th, 1975",Single,3:41,,
"Forever, Michael",Take Me Back,Track #2,https://open.spotify.com/track/7MkLxkbdYmH31jvfF4EKcM?si=80b9a2c9b40c49da,"January 16th, 1975",Album Track,3:29,,
"Forever, Michael",One Day In Your Life,Track #3,https://open.spotify.com/track/7vtaQNW7QHtQsLeshQlm3D?si=0757840423d54433,"January 16th, 1975",Album Track,4:15,,
"Forever, Michael",Cinderella Stay Awhile,Track #4,https://open.spotify.com/track/0TlpbHiPR7XohVbxWR6UN4?si=0e553e7757ae454e,"January 16th, 1975",Album Track,3:11,,
"Forever, Michael",We've Got Forever,Track #5,https://open.spotify.com/track/3RIFkp2Q4GSi0VdGJTLWUP?si=1ed5552036a54ac6,"January 16th, 1975",Album Track,3:12,,
"Forever, Michael",Just A Little Bit Of You,Track #6,https://open.spotify.com/track/5u4kX7qmMLc4qN8xfr0pT9?si=31148394dc4b41d3,"January 16th, 1975",Single,3:14,,
"Forever, Michael",You Are There,Track #7,https://open.spotify.com/track/36DLONTcnfObcVEytGjymm?si=e927ee8e44ff4a53,"January 16th, 1975",Album Track,3:23,,
"Forever, Michael",Dapper Dan,Track #8,https://open.spotify.com/track/7xSCBsSlvGhMvJa5MtKLVU?si=9465696404c94a8c,"January 16th, 1975",Album Track,3:08,,
"Forever, Michael",Dear Michael,Track #9,https://open.spotify.com/track/2cpYpgS7V9z1uoTBA8FOhQ?si=072695978a5943e1,"January 16th, 1975",Album Track,2:37,,
"Forever, Michael",I'll Come Home To You,Track #10. Released as a single in the Philippines.,https://open.spotify.com/track/3QAw8W7F2jSMjsJGAXvNCP?si=36bded40631044da,"January 16th, 1975",International Single,3:05,,
"4 Single(s)
1 International Single(s)
0 Promotional Single(s)
5 Album Track(s)
0 Bonus Track(s)",Off The Wall,"(01/16/1975) (Forever, Michael is released)
(08/10/1979) (Off The Wall is released)",,,"First album produced by Quincy Jones and the first to be released through the CBS-owned Epic Records, starting a relationship that would last until 1987 and 2002, respectively.",,,
Off The Wall,Don't Stop 'Til You Get Enough,Track #1,https://open.spotify.com/track/46eu3SBuFCXWsPT39Yg3tJ?si=b7aa6047ef6440c1,"August 10th, 1979",Single,6:05,,
Off The Wall,Rock With You,Track #2,https://open.spotify.com/track/7oOOI85fVQvVnK5ynNMdW7?si=f64e2b468e18478b,"August 10th, 1979",Single,3:40,,
Off The Wall,Workin' Day And Night,Track #3,https://open.spotify.com/track/6BdiFsPMPkSEEO4fFXFVWX?si=9d9f07f4b15c4af2,"August 10th, 1979",Album Track,5:14,,
Off The Wall,Get On The Floor,Track #4,https://open.spotify.com/track/78XG7U0UueeC86XpzF9O7f?si=708539b6638043bc,"August 10th, 1979",Album Track,4:50,,
Off The Wall,Off The Wall,Track #5,https://open.spotify.com/track/3zYpRGnnoegSpt3SguSo3W?si=50c1e557191141ad,"August 10th, 1979",Single,4:06,,
Off The Wall,Girlfriend,Track #6. Released as a single in the UK.,https://open.spotify.com/track/1nCV2d1RAch7t2kRmwet5N?si=a1085b04e0c94d94,"August 10th, 1979",International Single,3:04,,
Off The Wall,She's Out Of My Life,Track #7,https://open.spotify.com/track/6NGsHLZYGVAkXTFr75WWnn?si=749334176cd94e74,"August 10th, 1979",Single,3:38,,
Off The Wall,I Can't Help It,Track #8,https://open.spotify.com/track/1HibhNhwk2tljwC4BGGLXV?si=b285c3e69fb74bfb,"August 10th, 1979",Album Track,4:30,,
Off The Wall,"It's The Falling In Love
(with Patti Austin)",Track #9,https://open.spotify.com/track/0CeE7kE8zAnfKIVpdmOaJl?si=5b380f99adcc4858,"August 10th, 1979",Album Track,3:48,,
Off The Wall,Burn This Disco Out,Track #10,https://open.spotify.com/track/6aCs8gCrp4yrwvw7ylhau2?si=9579f941da8c44c7,"August 10th, 1979",Album Track,3:42,,
"7 Single(s)
0 International Single(s)
0 Promotional Single(s)
2 Album Track(s)
0 Bonus Track(s)",Thriller,"(10/18/1980) (The Jacksons' Triumph is released)
(11/29/1982) (Thriller is released)",,,"Quite possibly one of the most iconic albums ever made, to the point where it was seen as the best-selling album of all time alongside the Eagles' ""Greatest Hits"" album. Around 25-30 songs were made for the album, all in various states of completion.",,,
Thriller,Wanna Be Startin' Somethin',Track #1,https://open.spotify.com/track/1hu2s7qkm5bo03eODpRQO3?si=654d16195e5844e8,"November 29th, 1982",Single,6:03,,
Thriller,Baby Be Mine,Track #2,https://open.spotify.com/track/6XYbMGvtl6tlPoGWaiH7EY?si=d2b7491d7770411b,"November 29th, 1982",Album Track,4:20,,
Thriller,"The Girl Is Mine
(with Paul McCartney)",Track #3,https://open.spotify.com/track/4IT6vDuKprKl6jyVndlY8V?si=b557fd50198041a7,"November 29th, 1982",Single,3:42,,
Thriller,Thriller,Track #4,https://open.spotify.com/track/2LlQb7Uoj1kKyGhlkBf9aC?si=c0d236efae344803,"November 29th, 1982",Single,5:58,,
Thriller,Beat It,Track #5,https://open.spotify.com/track/3BovdzfaX4jb5KFQwoPfAw?si=6f64e6bbd7384db3,"November 29th, 1982",Single,4:17,,
Thriller,Billie Jean,Track #6,https://open.spotify.com/track/7J1uxwnxfQLu4APicE5Rnj?si=3564b8050d0e4292,"November 29th, 1982",Single,4:57,,
Thriller,Human Nature,Track #7,https://open.spotify.com/track/4cgjA7B4fJBHyB9Ya2bu0t?si=80a1e96653df42e9,"November 29th, 1982",Single,4:06,,
Thriller,P.Y.T. (Pretty Young Thing),Track #8,https://open.spotify.com/track/1CgmY8fVN7kstVDZmsdM5k?si=a78bb41146af4cc2,"November 29th, 1982",Single,3:58,,
Thriller,The Lady In My Life,Track #9,https://open.spotify.com/track/07L1pzoVerhRSSaDGZHrKy?si=23938ad760464bd6,"November 29th, 1982",Album Track,5:00,,
"7 Single(s)
2 International Single(s)
1 Promotional Single(s)
1 Album Track(s)
3 Bonus Track(s)",Bad,"(11/29/1982) (Thriller is released)
(08/31/1987) (Bad is released)",,,"While not as successful as Thriller, Bad managed to bring upon eight singles (with one cancelled single in the form of Speed Demon) and a successful world tour spanning two years. Originally concieved as a 30-track triple album, Quincy Jones convinced Michael to keep it down to 11 tracks.",,,
Bad,Bad,Track #1,https://open.spotify.com/track/2gSNBigeWMVtY3QBIvPAEc?si=c5848a7f22e64dee,"August 31st, 1987",Single,4:07,,
Bad,The Way You Make Me Feel,Track #2,https://open.spotify.com/track/76HKOVWqsEg26SECtmw7Rz?si=1885cae0337649b3,"August 31st, 1987",Single,4:59,,
Bad,Speed Demon,Track #3,https://open.spotify.com/track/5SpHSOne318K5q7EBYndT6?si=d3bfd2eba4904fa2,"August 31st, 1987",Promotional Single,4:01,,
Bad,Liberian Girl,Track #4,https://open.spotify.com/track/2WzQbiXKpmRNLWXbqo8Z7b?si=c8f86e62ceef4fd7,"August 31st, 1987",International Single,3:54,,
Bad,"Just Good Friends
(with Stevie Wonder)",Track #5,https://open.spotify.com/track/3MayfpbIgeGye2ilwK3LII?si=0a2cbb6d34bb42ee,"August 31st, 1987",Album Track,4:08,,
Bad,Another Part Of Me,Track #6,https://open.spotify.com/track/2hBJgz4Ye9MkkmBbaDTTKx?si=33d970b25af04fe6,"August 31st, 1987",Single,3:55,,
Bad,Man In The Mirror,Track #7,https://open.spotify.com/track/3c7Ctlw9MKlIQPxRH3fOTt?si=3e646f50d097432c,"August 31st, 1987",Single,5:19,,
Bad,"I Just Can't Stop Loving You
(with Siedah Garrett)",Track #8,https://open.spotify.com/track/5DVK3a3p37V9cLjzNa32Xo?si=5cf4acdf5762416f,"August 31st, 1987",Single,4:25,,
Bad,Dirty Diana,Track #9,https://open.spotify.com/track/0AcgKF7kbSoCkh3n7vlHwK?si=06603fd9481a4593,"August 31st, 1987",Single,4:52,,
Bad,Smooth Criminal,Track #10,https://open.spotify.com/track/5T7ywazdGIydr6JCW6t02j?si=25bf441b22f24d66,"August 31st, 1987",Single,4:19,,
Bad,Leave Me Alone,Track #11,https://open.spotify.com/track/6pJSulm9EBmsYGnp3uaEFl?si=935a59d5155843ff,"August 31st, 1987",International Single,4:40,,
Bad,Streetwalker,Track #13 on the 2001 Special Edition and Track #7 on the second disc of Bad 25,https://open.spotify.com/track/0zZRYdXy3STXl8o847K5By?si=5733b4a48d2f4238,October 2001,Bonus Track,5:52,,
Bad,Fly Away,Track #15 on the 2001 Special Edition and Track #8 on the second disc of Bad 25,https://open.spotify.com/track/0oleopAuBlxuq7fcFl9Ap8?si=795f1a7df68646c7,October 2001,Bonus Track,3:26,,
Bad,"Todo mi amor eres tú
(with Siedah Garrett)",Track #17 on the 2001 Special Edition and Track #9 on the second disc of Bad 25,https://open.spotify.com/track/2O9llQaI7q6FPY2afs9k8R?si=847791ebb1f94196,October 2001,Bonus Track,,,
"9 Single(s)
0 International Single(s)
0 Promotional Single(s)
5 Album Track(s)
0 Bonus Track(s)",Dangerous,"(08/31/1987) (Bad is released)
(11/26/1991) (Dangerous is released)",,,"Dangerous was the first album released under the umbrella of Epic's new owners Sony Music, with a deal having been inked earlier that year. Though nine singles were released, the child molestation allegations of 1993 put a stop to the release of a planned tenth single. Over 70-75 songs were made for the album, which were eventually whittled down to 20 and later 14 tracks.",,,
Dangerous,"Jam
(feat. Heavy D)",Track #1. Released as a single in the US.,https://open.spotify.com/track/2EI8uljBPaI23VUr2tv4eS?si=43d93e87605b49a9,"November 21st, 1991",Single,5:38,,
Dangerous,Why You Wanna Trip On Me,Track #2,https://open.spotify.com/track/3kFMRdbxcBkPopY8mMFmSU?si=94b8fb0cef0e4df0,"November 21st, 1991",Album Track,5:23,,
Dangerous,"In The Closet
(feat. Princess Stephanie of Monaco)",Track #3,https://open.spotify.com/track/5Fy40smNxk0j5OpFMtvfaU?si=138c35d7606b4020,"November 21st, 1991",Single,6:30,,
Dangerous,"She Drives Me Wild
(feat. Wreckx-N-Effect)",Track #4,https://open.spotify.com/track/6yLdWiAkS1ZUrTdgm0yKXL?si=35f8d255f9484836,"November 21st, 1991",Album Track,3:39,,
Dangerous,Remember The Time,Track #5,https://open.spotify.com/track/4jnFqNWeJCeCRHc4HCdxfd?si=1c83aee56f114c8e,"November 21st, 1991",Single,3:59,,
Dangerous,Can't Let Her Get Away,Track #6,https://open.spotify.com/track/75yYXB96tX1BlSMgL0SMsA?si=f8936d2047a540ab,"November 21st, 1991",Album Track,4:58,,
Dangerous,Heal The World,Track #7,https://open.spotify.com/track/7woW97CfcWaKtuC6W5BP2K?si=0653059582ad44e7,"November 21st, 1991",Single,6:24,,
Dangerous,"Black Or White
(feat. L.T.B. (Bill Bottrell))",Track #8,https://open.spotify.com/track/7EsjkelQuoUlJXEw7SeVV4?si=65420b1a4fb1403a,"November 21st, 1991",Single,4:14,,
Dangerous,Who Is It,Track #9. Released as a single in the UK.,https://open.spotify.com/track/4HWcWgleTuUAWnVPNwW4CM?si=cc813a1c08dc4204,"November 21st, 1991",Single,6:33,,
Dangerous,Give In To Me,Track #10,https://open.spotify.com/track/1euDTbMNRPNfKd8zZz4zTT?si=4e8bdf87db1240d4,"November 21st, 1991",Single,5:28,,
Dangerous,Will You Be There,Track #11,https://open.spotify.com/track/1igW25R8lnb5ze9GWbuVsl?si=27ad57b819964a71,"November 21st, 1991",Single,7:40,,
Dangerous,Keep The Faith,Track #12,https://open.spotify.com/track/4J4B9TrVrvQVS6GRPtaxrA?si=3b5e276b37254b3a,"November 21st, 1991",Album Track,5:56,,
Dangerous,Gone Too Soon,Track #13,https://open.spotify.com/track/66mXHPRfAwbnNKnTCNpytj?si=bddca458ebaa4eee,"November 21st, 1991",Single,3:21,,
Dangerous,Dangerous,"Track #14. Meant to release as a single in January 1994, but the child molestation allegations caused plans for a single and a video to be cancelled.",https://open.spotify.com/track/3u4RKvwDT3CKeYbjxqXEye?si=9bf76bfafd6944ac,"November 21st, 1991",Album Track,6:57,,
"6 Single(s)
0 International Single(s)
1 Promotional Single(s)
8 Album Track(s)
0 Bonus Track(s)","HIStory: Past, Present, And Future: Book I","(11/29/1991) (Dangerous is released)
(06/20/1995) (HIStory is released)",,,"Made in the wake of the 1993 child molestation allegations, this album is quite possibly Michael's most personal. Around 40 songs and instrumental ideas were made for the album, of which only 15 made it in.",,,
"HIStory: Past, Present, And Future: Book I","Scream
(with Janet Jackson)",Track #1,https://open.spotify.com/track/4LD5dhQ3kqpqe14sGPDtBC?si=086021f2b60449de,"June 20th, 1995",Single,4:38,,
"HIStory: Past, Present, And Future: Book I",They Don't Care About Us,Track #2,https://open.spotify.com/track/3wuCCNCnBhJlwkIJTBZFiv?si=ca8a5ff58fc64c94,"June 20th, 1995",Single,4:44,,
"HIStory: Past, Present, And Future: Book I",Stranger In Moscow,Track #3,https://open.spotify.com/track/64KrFHj9p5AyCX2yZQr4YJ?si=ee3f4c82c2d94f41,"June 20th, 1995",Single,5:44,,
"HIStory: Past, Present, And Future: Book I","This Time Around
(feat. The Notorious B.I.G.)",Track #4,https://open.spotify.com/track/6U6Cr0sQTmuvPqEs8iLgPn?si=66b35a3d51274bc0,"June 20th, 1995",Promotional Single,4:21,,
"HIStory: Past, Present, And Future: Book I",Earth Song,Track #5,https://open.spotify.com/track/4GCGH6TJ69neckwITeBFXK?si=a23c552db1964a28,"June 20th, 1995",Single,6:46,,
"HIStory: Past, Present, And Future: Book I",D.S.,Track #6,https://open.spotify.com/track/7roNDDmU52OYgYwCN9SI8E?si=1595a5e9ae9a4c94,"June 20th, 1995",Album Track,4:49,,
"HIStory: Past, Present, And Future: Book I",Money,Track #7,https://open.spotify.com/track/2VCSO1mqWPALcPbEQwgSd3?si=d6843c5242e14604,"June 20th, 1995",Album Track,4:41,,
"HIStory: Past, Present, And Future: Book I",Come Together,Track #8,https://open.spotify.com/track/3tE5OfatEheU3L5nSpW9FD?si=d323348fe9cc481d,"June 20th, 1995",Album Track,4:02,,
"HIStory: Past, Present, And Future: Book I",You Are Not Alone,Track #9,https://open.spotify.com/track/3AoeaZs8dFemFJr3JdzOL0?si=de95b0aa379e42dd,"June 20th, 1995",Single,5:45,,
"HIStory: Past, Present, And Future: Book I",Childhood,Track #10,https://open.spotify.com/track/1Cfx6KBsyF0tEKbZbS4faj?si=9ea0cbfa4440444c,"June 20th, 1995",Single,4:27,,
"HIStory: Past, Present, And Future: Book I",Tabloid Junkie,Track #11,https://open.spotify.com/track/7n6DnNdKKhjyDa1GlGgLeQ?si=a3304eb468784590,"June 20th, 1995",Album Track,4:32,,
"HIStory: Past, Present, And Future: Book I","2 Bad
(feat. Shaquille O'Neal)",Track #12,https://open.spotify.com/track/5Bw9bAHGaykCFLP0VyqNbJ?si=e0c735b3cbba414e,"June 20th, 1995",Album Track,4:49,,
"HIStory: Past, Present, And Future: Book I",History,Track #13,https://open.spotify.com/track/1EdzLQKCE066beJkDfaagd?si=b2d75648fd9b4a95,"June 20th, 1995",Album Track,6:37,,
"HIStory: Past, Present, And Future: Book I",Little Susie,Track #14,https://open.spotify.com/track/0nxdtEWLQeLcJ2IQwDftAU?si=b5f0ffcd4ba241db,"June 20th, 1995",Album Track,6:13,,
"HIStory: Past, Present, And Future: Book I",Smile,"Track #15. Originally meant to release as a single in November 1997, but was shelved when Michael and Sony couldn't see eye-to-eye on how to promote it.",https://open.spotify.com/track/1iin2Ll8PHPzoh6xF6LQRh?si=6a80825c1f4a41af,"June 20th, 1995",Album Track,4:55,,
"3 Single(s)
0 International Single(s)
1 Promotional Single(s)
9 Album Track(s)
0 Bonus Track(s)",Blood On The Dance Floor: HIStory In The Mix,"(06/20/1995) (HIStory is released)
(04/20/1997) (Blood On The Dance Floor is released)",,,"First conceived as a ""sequel album"" to HIStory, but Michael's commitments to touring changed that to a 5-track EP. Sony came in just before its release and added some remixes to fill out the album, resulting in a 13-track remix/EP hybrid that remains the best-selling remix album of all time.",,,
Blood On The Dance Floor: HIStory In The Mix,Blood On The Dance Floor,Track #1,https://open.spotify.com/track/11lw4bWbmxWIETHitBU0Gc?si=d87011e8f15549eb,"May 20th, 1997",Single,4:13,,
Blood On The Dance Floor: HIStory In The Mix,Morphine,Track #2,https://open.spotify.com/track/5cyUiyJ9ZtQfnvFU2y31RC?si=ae74e6a5e9dc46e9,"May 20th, 1997",Album Track,6:29,,
Blood On The Dance Floor: HIStory In The Mix,Superfly Sister,Track #3,https://open.spotify.com/track/64se9mFGa972tiKHKnJnyG?si=ddf5234db5e64989,"May 20th, 1997",Album Track,6:28,,
Blood On The Dance Floor: HIStory In The Mix,Ghosts,Track #4,https://open.spotify.com/track/7s51HyYKRGWqkH1UWnApHh?si=de6f93ca3bef450b,"May 20th, 1997",Single,5:14,,
Blood On The Dance Floor: HIStory In The Mix,Is It Scary,Track #5,https://open.spotify.com/track/1H43TqXTWkEhXjdw3LEfUS?si=57f90640c84a414b,"May 20th, 1997",Promotional Single,5:36,,
Blood On The Dance Floor: HIStory In The Mix,"Scream Louder (Flyte Tyme Remix)
(with Janet Jackson)",Track #6,https://open.spotify.com/track/45I4o7CBHKEUie84viUIuM?si=70650d9ef7574836,"May 20th, 1997",Album Track,5:27,,
Blood On The Dance Floor: HIStory In The Mix,Money (Fire Island Radio Edit),Track #7,https://open.spotify.com/track/3ePJSoCy4owa8jLRiYlE1u?si=75fba8975d754510,"May 20th, 1997",Album Track,4:23,,
Blood On The Dance Floor: HIStory In The Mix,"2 Bad (Refugee Camp Mix)
(feat. John Forte)",Track #8,https://open.spotify.com/track/7hYyDytE51gtqG3JzvQdz3?si=91c32e0300304290,"May 20th, 1997",Album Track,3:33,,
Blood On The Dance Floor: HIStory In The Mix,Stranger In Moscow (Tee's In-House Club Mix),Track #9,https://open.spotify.com/track/5dWL7WXyzTdho4tplQqJzK?si=1f68469f61684c70,"May 20th, 1997",Album Track,6:54,,
Blood On The Dance Floor: HIStory In The Mix,This Time Around (D.M. Radio Mix),Track #10,https://open.spotify.com/track/35dPTlVylfHvcgIVj1M9LW?si=9dffa3263c8d4b1f,"May 20th, 1997",Album Track,4:05,,
Blood On The Dance Floor: HIStory In The Mix,Earth Song (Hani's Club Experience),Track #11,https://open.spotify.com/track/4Uw7RAKTS31MDUJ9KSxmCz?si=cfa7b6aa13454905,"May 20th, 1997",Album Track,7:55,,
Blood On The Dance Floor: HIStory In The Mix,You Are Not Alone (Classic Club Mix),Track #12,https://open.spotify.com/track/0QMzztcTWRykks8aXErji5?si=e4efc2b49fd3437f,"May 20th, 1997",Album Track,7:37,,
Blood On The Dance Floor: HIStory In The Mix,History (Tony Moran's HIStory Lesson),Track #13,https://open.spotify.com/track/2tjDDVaEtfp6JPtnTEAvoE?si=cd41f87f2d7842df,"May 20th, 1997",Single,8:01,,
"2 Single(s)
0 International Single(s)
3 Promotional Single(s)
11 Album Track(s)
0 Bonus Track(s)",Invincible,"(10/15/1997) (The HIStory World Tour ends, and Michael heads back to the studio in order to record his next album)
(10/30/2001) (Invincible is released)",,,"The result of a four-year labor of love that ended in a sense of disconnection and uneasiness amongst both Michael and his colleagues. Meant for a November 1999 release in order to bring Michael into the new millennium, it was first delayed to Fall 2000 and later October 2001, losing at least one track - ""Shout"" - in the process. Around 20-40 songs were produced for the album, with 16 making it into the final product. While still somewhat successful, this album was the lowest-selling in Michael's career.",,,
Invincible,Unbreakable [w/a posthumous rap by The Notorious B.I.G.],Track #1,https://open.spotify.com/track/5L9anTQJGLyRObYDYvLWdh?si=296ca6f69a4a4423,"October 30th, 2001",Promotional Single,6:25,,
Invincible,Heartbreaker [w/Fats],Track #2,https://open.spotify.com/track/0L0wNdB2KJjQrymVBkMnAq?si=2da2717cfcaa4ac6,"October 30th, 2001",Album Track,5:10,,
Invincible,Invincible [w/Fats],Track #3,https://open.spotify.com/track/4HK6hmgMwGXHo3lUUNkiem?si=8af587d4395242d0,"October 30th, 2001",Album Track,4:45,,
Invincible,Break Of Dawn,Track #4,https://open.spotify.com/track/5UHM8Z6GXhaB6RUlBemByI?si=8a84f073fefb44f3,"October 30th, 2001",Album Track,5:32,,
Invincible,Heaven Can Wait,Track #5,https://open.spotify.com/track/1AZXNAVDD9ZFIEKySgflFz?si=eae0ce2e87e34088,"October 30th, 2001",Album Track,4:49,,
Invincible,You Rock My World [w/a skit by Chris Tucker],Track #6,https://open.spotify.com/track/1Lhwn4PqeGpM4LTVUowW76?si=b5fcd4a59abd4062,"October 30th, 2001",Single,5:39,,
Invincible,Butterflies,Track #7,https://open.spotify.com/track/0rT9f5BSZrZ6DvzfBEckG0?si=df420e2693524b93,"October 30th, 2001",Promotional Single,4:40,,
Invincible,Speechless,Track #8,https://open.spotify.com/track/1O1LkHTi3Lep9OHE8BvOVe?si=170c76addd424a01,"October 30th, 2001",Promotional Single,3:18,,
Invincible,2000 Watts,Track #9,https://open.spotify.com/track/4aTYZL8uyGXAdmWOQy4Wgx?si=d66b7fc919884588,"October 30th, 2001",Album Track,4:24,,
