Era,Name,Notes,Length,Release Date,Type,Streaming,Link(s)
A [V1],"WILLOW - 9
(feat. SZA) (prod. AzZi)",Track 5 on WILLOW's EP 3.,4:13,"Oct 31, 2014",Feature,Yes,https://mega.nz/folder/CoBTQKpJ#UgXrXaQ_EsGhMreRrVgCTQ
A [V1],"WILLOW - CUBAN PETE [V1]
(feat. SZA) (prod. Math Genius & The Antydote)",Single released on WILLOW's SoundCloud.,3:19,"Dec 18, 2014",Feature,No,https://soundcloud.com/dhatu/cuban-petes-v1
A [V1],"Wale - The Need To Know
(feat. SZA) (prod. J Gramm)",Track 9 on Wale's album The Album About Nothing.,3:36,"Mar 31, 2015",Feature,Yes,https://mega.nz/folder/CoBTQKpJ#UgXrXaQ_EsGhMreRrVgCTQ
A [V1],"Nicki Minaj - Feeling Myself
(feat. Beyoncé) (prod. Beyoncé & Hit-Boy)",Track 5 on Nicki Minaj's album The Pinkprint. SZA is credited as a writer.,3:58,"Dec 15, 2014",Other,Yes,https://mega.nz/folder/fsBVlTBA#jqRdyjBPinBJkly4oNq6tw
A [V1],"MNHATTN - Wave Church
(feat. SZA) (prod. Braden Blair)","OG Filename: 01 MNHTTN ft. SZA - WaveChurch
First single off MNHATTN's unreleased EP Wave God.",4:03,"Jun 30, 2015",Feature,No,https://pillows.su/f/a20c306a7d793683c7b5d3131074f04f
A [V1],"Travis Scott - Ok Alright
(feat. ScHoolboy Q) (prod. Sonny Digital, Metro Boomin & MIKE DEAN)",Track 15 on Travis Scott's album Rodeo. SZA is credited as a writer.,6:57,"Sep 4, 2015",Other,Yes,https://mega.nz/folder/fsBVlTBA#jqRdyjBPinBJkly4oNq6tw
A [V1],"Jay Rock - Easy Bake
(feat. Kendrick Lamar & SZA) (prod. ThankGod4Cody, Skhye Hutch, The Antydote, Chris Calor & SmokeyGotBeatz)",Track 2 on Jay Rock's album 90059.,4:51,"Sep 11, 2015",Feature,Yes,https://mega.nz/folder/CoBTQKpJ#UgXrXaQ_EsGhMreRrVgCTQ
A [V1],"DRAM - Caretaker
(feat. SZA) (prod. Peter CottonTale)",Track 8 on DRAM's EP Gahdamn!.,2:51,"Oct 23, 2015",Feature,Yes,https://mega.nz/folder/CoBTQKpJ#UgXrXaQ_EsGhMreRrVgCTQ
A [V1],"Rihanna - Consideration
(feat. SZA) (prod. Kuk Harrell & The Antydote)
(LouAnne Johnson)",Track 1 on Rihanna's album ANTI. The song was originally intended for Ctrl before SZA gave the song to Rihanna after she was interested in having it on her album.,2:41,"Jan 28, 2016",Feature,Yes,https://mega.nz/folder/CoBTQKpJ#UgXrXaQ_EsGhMreRrVgCTQ
A [V1],"Kendrick Lamar - untitled 04 | 08.14.2014.
(feat. SZA) (prod. Kendrick Lamar, Sounwave & Thundercat)",Track 8 on Kendrick Lamar's EP untitled unmastered.,1:50,"Mar 4, 2016",Feature,Yes,https://mega.nz/folder/CoBTQKpJ#UgXrXaQ_EsGhMreRrVgCTQ
A [V1],"Felix Snow - Lies
(feat. SZA) (prod. Felix Snow)",Released as a single by Felix Snow.,3:52,"Apr 18, 2016",Feature,Yes,https://mega.nz/folder/CoBTQKpJ#UgXrXaQ_EsGhMreRrVgCTQ
A [V1],"APSPDR+ - Bed (Reenacted)
(feat. SZA, Nemo Achida & MoRuf) (prod. APSuperProducer)",Released on SoundCloud by APSPDR+.,4:26,"May 31, 2016",Feature,No,https://mega.nz/folder/CoBTQKpJ#UgXrXaQ_EsGhMreRrVgCTQ
A [V1],"Childish Major - Happy Birthday
(feat. Isaiah Rashad & SZA) (prod. Childish Major)","Released as an off-streaming song by Childish Major, later became the sixth track on his extended play WOO$AH.",3:02,"Jul 4, 2016",Feature,Yes,https://mega.nz/folder/CoBTQKpJ#UgXrXaQ_EsGhMreRrVgCTQ
A [V1],"ScHoolboy Q - Neva CHange
(feat. SZA) (prod. Rance & Dahi)",Track 12 on ScHoolboy Q's album Blank Face LP.,4:30,"Jul 8, 2016",Feature,Yes,https://mega.nz/folder/CoBTQKpJ#UgXrXaQ_EsGhMreRrVgCTQ
