Era,Name,Notes,Length,Release Date,Type,Streaming,Link(s)
Unknown (2022),"T-Shyne - Fighting Demons
(feat. Young Thug) (prod. Sinclvire & David Blanco)","Track 6 on T-Shyne's album ""Confetti Nights"".",2:53,"Apr 1, 2022",Feature,Yes,"https://music.apple.com/us/album/fighting-demons-feat-young-thug/1614861217?i=1614861531
https://open.spotify.com/track/5dkwJaSIlR5LAbwW5XSP87?si=529ef30af3de4584"
Unknown (2022),"T-Shyne - Sugar Water
(feat. Young Thug) (prod. S'natra)","Track 14 on T-Shyne's album ""Confetti Nights"".",3:57,"Apr 1, 2022",Feature,Yes,"https://music.apple.com/us/album/sugar-water-feat-young-thug/1614861217?i=1614861954
https://open.spotify.com/track/3uBYafCzqK1RFsIlpQgofU?si=44f7052cd5354c30"
Unknown (2022),"AB - Get In My Bag
(feat. Young Thug) (prod. Taurus & Shottie)","Released as a single and track 3 on AB's album ""Paradigm"". ",2:29,"Apr 17, 2022",Feature,Yes,https://music.apple.com/us/album/get-in-my-bag-feat-young-thug/1692207065?i=1692207070
Unknown (2022),"Future - FOR A NUT
(feat. Gunna & Young Thug) (prod. ATL Jacob)","Track 4 on Future's album ""I NEVER LIKED YOU"". Vocals recorded by Eric Manco and Bryan Anzel. Mixed by Ethan Stevens. Mastered by Joe LaPorta.",3:27,"Apr 29, 2022",Feature,Yes,
BUSINESS IS BUSINESS,"Calvin Harris - Potion
(feat. Dua Lipa & Young Thug) (prod. Calvin Harris)","Released as a single and track 3 on ""Funk Wav Bounces Vol. 2"". Vocals recorded by Calvin Harris, Bainz and AJStayWorking.",3:34,"May 27, 2022",Feature,Yes,"https://music.apple.com/us/album/potion/1623671399?i=1623671400
https://open.spotify.com/track/7fYRg3CEbk6rNCuzNzMT06?si=7cc330f3de7c438b"
BUSINESS IS BUSINESS,"Hot Lotto - Juiced [V2]
(feat. Young Thug) (prod. Superstaar Beats)","Re-release of a Hot Lotto single from all the way back in 2014, likely to capitalize on Thug having recently been locked up on RICO charges. This re-release cuts Fat Trel's feature.",3:24,"Jun 9, 2022",Feature,Yes,https://open.spotify.com/album/5nbOAp6ipKNn1AVqy8ogji?highlight=spotify:track:5RfWGsB5gP8oZY7YdvN1rx
BUSINESS IS BUSINESS,"Killer Mike - RUN [Single Version]
(feat. Young Thug) (prod. No ID)","Single version of ""RUN"" by Killer Mike.",3:53,"Jul 4, 2022",Feature,Yes,https://open.spotify.com/track/4DSS2IhBFgW7MYyjkOOx68?si=6c083fce301e4c1b
BUSINESS IS BUSINESS,"Karlae - On You [V1]
(feat. Young Thug) (prod. Major Seven & Landon Jordan)",Original uncensored version released to SoundCloud and YouTube.,3:28,"Aug 5, 2022",Feature,No,Link Needed
BUSINESS IS BUSINESS,"Karlae - On You [V2]
(feat. Young Thug) (prod. Major Seven & Landon Jordan)","Track 16 on Karlae's album ""ENTER"". Censored to avoid certain lyrics affecting Thug's RICO trial.",3:27,"Aug 5, 2022",Feature,Yes,https://music.apple.com/us/album/on-you-feat-young-thug/1637956678?i=1637957388
BUSINESS IS BUSINESS,"Quavo & Takeoff - Chocolate
(feat. Young Thug & Gunna) (prod. DJ Durel & Rott)","Track 8 on Quavo and Takeoff's album ""Only Built For Infinity Links"". Vocals recorded by DJ Durel. Mixed by DJ Durel and Quavo. Mastered by Colin Leonard.",3:28,"Oct 7, 2022",Feature,Yes,
BUSINESS IS BUSINESS,"G Herbo - Breathe Slow
(feat. Young Thug) (prod. Taurus)","Track 5 on Side B of G Herbo's album ""Survivor’s Remorse"". Mixed by Jaycen Joshua.",3:36,"Oct 10, 2022",Feature,Yes,
BUSINESS IS BUSINESS,"Lil Baby - Never Hating
(feat. Young Thug) (prod. Wheezy, SirFredo & Ele Beatz)","Track 7 on Lil Baby's album ""It's Only Me"". Vocals recorded by Angie Randisi. Mixed by Thomas ""Tillie Mann"", Stephen ""Dot Com"" Farrow and Trajuan ""MixedbyTra"" Jackson. Mastered by Colin Leonard.",2:40,"Oct 14, 2022",Feature,Yes,https://open.spotify.com/track/1Py8c3dkLF0YczcAyBFBEM?si=8e3d3d9282854cf2
