Era,Name,Notes,Designer,Date,Image,Art Type,Use,Link(s)
Slime Language 2,"Young Stoner Life - That Go!
(feat. T-Shyne)","Official cover art for ""That Go!"" by Young Stoner Life, Young Thug and Meek Mill featuring T-Shyne.",,,,Cover,Single,https://i.scdn.co/image/ab67616d0000b27306b5bcf838cbdf57437fcd7d
Punk,Punk,"Official cover art for ""Punk"". Painted by Japanese artist Sora Aota in Procreate.

Art Direction: Garfield Larmond & Fano (Stefano McNutt)
Design: Sora Aota & Doc
Illustration: Sora Aota

Best Available Resolution: 3000x3000",,,,Cover,Album,https://a1.mzstatic.com/r40/Music115/v4/f1/e6/ad/f1e6adf1-fce1-a7fa-2f9c-e37e32738306/075679767103.jpg
Punk,Punk [Draft 1],"Rough version of the ""Punk"" cover without any color retouching done to painter Sora Aota's art. This version of the cover was found after the Photoshop file for the art leaked, in which a layer that contained all the retouched effects could be removed to leave the cover in its original state.

Art Direction: Fano (Stefano McNutt)
Design: Sora Aota
Illustration: Sora Aota

Best Available Resolution: 3000x3000",,,,Cover,Album,
Punk,Punk [Draft 2],"Rough version of the ""Punk"" cover posted by painter Sora Aota with noticeably less color retouching. The look is a bit less saturated and contrasty.

Art Direction: Fano (Stefano McNutt)
Design: Sora Aota & Doc
Illustration: Sora Aota

Best Available Resolution: 2048x2048",,,,Cover,Album,
Punk,Punk [Unused Cover 1],"Unused cover art for ""Punk"" shared on Fano's website portfolio.

Art Direction & Design: Fano (Stefano McNutt)

Best Available Resolution: 1242x1242",,,,Cover,Album,
Punk,Punk [Unused Cover 2],"Unused cover art for ""Punk"" shared on Fano's website portfolio.

Art Direction & Design: Fano (Stefano McNutt)

Best Available Resolution: 750x750",,,,Cover,Album,
Punk,Punk [Unused Cover 3],"Unused cover art for ""Punk"", shared by Sora Aota in 2023. This cover is a rendition of a prior design done by Fano, likely one of the first designs Sora made after being hired before experimenting with original ideas

Art Direction: Fano (Stefano McNutt)
Design: Sora Aota & Fano (Stefano McNutt)
Illustration: Sora Aota

Best Available Resolution: 1440x1440",,,,Cover,Album,
Punk,Punk [Unused Cover 4],"Unused cover art for ""Punk"". Painted by Japanese artist Sora Aota in Procreate.

Art Direction: Fano (Stefano McNutt)
Design: Sora Aota & Doc
Illustration: Sora Aota

Best Available Resolution: 2048x2048",,,,Cover,Album,https://www.instagram.com/p/CU7D9o-L9am/?theme=dark&img_index=1
Punk,Punk [Tracklist],"Tracklist art for ""Punk"".

Best Available Resolution: 2048x2048",,,,Tracklist,Album,
Punk,Tick Tock,"Official cover art for ""Tick Tock"".

Best Available Resolution: 1425x1425",,,,Cover,Single,
Punk,"Belly - Better Believe
(feat. The Weeknd & Young Thug)","Official cover art for Belly's single ""Better Believe"".

Best Available Resolution: 3000x3000",,,,Cover,Feature,
Punk,"Belly - Better Believe [Original Cover]
(feat. The Weeknd & Young Thug)","Original cover art for Belly's single ""Better Believe"" which was changed shortly before release. Sirfaced when a folder containing the single's masters and other release documentation leaked alongside several terabytes of label material.

Best Available Resolution: 3000x3000",,,,Cover,Feature,
Punk,"Bino Rideaux - Mismatch 
(The Remix)
(feat. Young Thug)","Official cover art for Bino Rideaux's single ""Mismatch (The Remix)"".

Best Available Resolution: 3000x3000",,,,Cover,Feature,
Punk,"Cassius Jay - Personal
(feat. Young Thug)",,,,,Cover,Feature,
Punk,"Chief $upreme - Run It Up
(feat. Young Thug)","Official cover art for Chief $upreme's single ""Run It Up"".

Best Available Resolution: 3000x3000",,,,Cover,Feature,
Punk,"IDK - PradadaBang
(feat. Young Thug)","Official cover art for IDK's single ""PradadaBang"".

Best Available Resolution: 1400x1400",,,,Cover,Feature,
Punk,"Juice WRLD - Bad Boy
(with Young Thug)",,,,,Cover,Feature,
Punk,"Karlae - Jimmy Choo
(feat. Young Thug & Gunna)","Official cover art for Karlae's single ""Jimmy Choo"".

Best Available Resolution: 1425x1425",,,,Cover,Feature,
Punk,"Karlae - Jimmy Choo 
[Alternate Cover]
(feat. Young Thug & Gunna)","Alternate cover art for ""Jimmy Choo"", posted by 300 Entertainment on Twitter before the song released.

Best Available Resolution: 1080x1080",,,,Cover,Feature,
Punk,"Lil Durk - Stay Down
(feat. 6LACK & Young Thug)","Official cover art for Lil Durk's single ""Stay Down"".

Design: ALLBLCK (Chaz Morgan)

Best Available Resolution: 3000x3000",,,,Cover,Feature,
Punk,"Machine Gun Kelly - Bullets with Names
(feat. Young Thug, RJmrLA & Lil Duke)","Official cover art for Machine Gun Kelly's single ""Bullets with Names"".

Best Available Resolution: 3000x3000",,,,Cover,Feature,
Punk,"Migos - Give No Fxk
(feat. Travis Scott & Young Thug)","Official cover art for Migos' single ""Give No Fxk"".

Design: NB GFX (Nick Bailey)

Best Available Resolution: 3000x3000",,,,Cover,Feature,
Punk,"Nieman J & Eric Bellinger - Cheat Code Music
(feat. Young Thug & Joes Moses)",,,,,Cover,Feature,
Punk,"Rich Gang - Blue Emerald
(feat. Young Thug)","Official cover art for Rich Gang's single ""Blue Emerald"".

Best Available Resolution: 3000x3000",,,,Cover,Feature,
Punk,"Rvssian - IDKW
(feat. Swae Lee, Shenseea & Young Thug)",,,,,Cover,Feature,
Punk,"Strick - Yacht Club
(feat. Young Thug & Ty Dolla $ign)","Official cover art for Strick's single ""Yacht Club"".

Art Direction: Cris Garcia
Painting: Amanda Rey

Best Available Resolution: 1425x1425",,,,Cover,Feature,
Punk,"T.I. - Ring
(feat. Young Thug)","Official cover art for T.I.'s single ""Ring"".

Best Available Resolution: 3000x3000",,,,Cover,Feature,
Punk,"T-Shyne - Moncler
(feat. Young Thug)","Official cover art for T-Shyne's single ""Moncler"".

Illustration: MyXscape

Best Available Resolution: 1425x1425",,,,Cover,Feature,
Punk,"T-Shyne - Moncler [Unused Cover]
(feat. Young Thug)","Unused cover art for T-Shyne's single ""Moncler"", posted to Instagram by designer 
Clott Media, who has designed covers for several CMG label artists.

Design: Clott Media

Best Available Resolution: 1440x1440",,,,Cover,Feature,
Punk,"TM88 & Southside - Blue Jean Bandit
(feat. Young Thug, Future & Moneybagg Yo)","Official cover art for TM88 and Southside's single ""Blue Jean Bandit"".

Best Available Resolution: 3000x3000",,,,Cover,Feature,
Punk,"Trapboy Freddy - Freddy
(feat. Young Thug)",,,,,Cover,Feature,
Punk,"Travis Scott - FRANCHISE
(feat. Young Thug & M.I.A.)","Official cover art for Travis Scott's single ""FRANCHISE"".

Painting: George Condo

Best Available Resolution: 3000x3000",,,,Cover,Feature,
Punk,"Travis Scott - FRANCHISE (REMIX)
(feat. Future, Young Thug & M.I.A.)","Official cover art for Travis Scott's single ""FRANCHISE (REMIX)"".

Painting: George Condo

Best Available Resolution: 3000x3000",,,,Cover,Feature,
Punk,"Turbo - QUARANTINE CLEAN
(feat. Gunna & Young Thug)","Official cover art for ""Quarantine Clean"".

Design: Fano (Stefano McNutt)
Illustration: Doc

Best Available Resolution: 3000x3000",,,,Cover,Feature,
Punk,"Yella Beezy - Headlocc
(feat. Young Thug)","Official cover art for Yella Beezy's single ""Headlocc"".

Design: Mozo Art (Laquinzo Barrow)

Best Available Resolution: 3000x3000",,,,Cover,Feature,
Untitled (2022),Unknown,"It's unknown exactly what this art was meant for, but from the presence of the parental advisory we know it's a cover, and it being posted by Thug and several of his high-level assosciates in coordination suggests it was likely album art.

Design: Jeff Gilligan
Photography: Kenneth Cappello

Best Available Resolution: 2800x2800",,,,Cover,Album,https://i.imgur.com/JxJkbqP.jpg
Untitled (2022),"AB - Get In My Bag
(feat. Young Thug)",,,,,Cover,Feature,
Untitled (2022),"FBG Goat - Private Phones
(feat. Young Thug)","Official cover art for FBG Goat's single ""Private Phones"".

Design: Culls Graphics

Best available Resolution: 3125x3125",,,,Cover,Feature,
Untitled (2022),"FBG Goat - Private Phones 
[Unused Cover]
(feat. Young Thug)","Unused alternate cover art for FBG Goat's single ""Private Phones"", posted to Instagram by designer Culls Graphics. Compared to the official cover this design uses alternate fonts, a greener color tone and an iPhone with a muddy handprint on it.

Design: Culls Graphics

Best available Resolution: 1440x1419",,,,Cover,Feature,
Untitled (2022),"Gunna - mop [Unused Cover 1]
(feat. Young Thug)","Unused cover art for a scrapped single release of ""mop"".

Art Direction: Fano (Stefano McNutt)
Illustration: Sora Aota

Best Available Resolution: 1440x1440",,,,Cover,Feature,
Untitled (2022),"Gunna - mop [Unused Cover 2]
(feat. Young Thug)","Unused cover art for a scrapped single release of ""mop"".

Art Direction: Fano (Stefano McNutt)
Illustration: Sora Aota

Best Available Resolution: 1440x1440",,,,Cover,Feature,
Untitled (2022),"Gunna - pushin p [Unused Cover]
(feat. Future & Young Thug)","Unused cover art for a scrapped single release of ""pushin p"". Posted on Twitter by Fano.

Art Direction: Fano (Stefano McNutt) 
Illustration: Doc

Best Available Resolution: 3999x3999",,,,Cover,Feature,
BUSINESS IS BUSINESS,BUSINESS IS BUSINESS,"Official cover art for ""BUSINESS IS BUSINESS"".

Art Direction: Garfield Larmnond
Photography: Garfield Larmond
Design: Henry VDK

Best Available Resolution: 3000x3000",,,,Cover,Album,https://a1.mzstatic.com/r40/Music126/v4/1f/0f/1b/1f0f1b3a-8564-c6fc-601a-410d57a8b45b/075679677723.jpg
BUSINESS IS BUSINESS,"BUSINESS IS BUSINESS 
[Back Cover]","Official back cover art for ""BUSINESS IS BUSINESS"".

Photographer: Garfield Larmond
Design: Henry VDK
Lettering: Henry VDK

Best Available Resolution: ",,,,"Back
Cover",Album,
BUSINESS IS BUSINESS,"BUSINESS IS BUSINESS 
(Metro's Version) [Back Cover]","Official back cover art for ""BUSINESS IS BUSINESS (Metro's Version)"".

Photographer: Garfield Larmond
Design: Henry VDK
Lettering: Henry VDK

Best Available Resolution: ",,,,"Back
Cover",Album,
BUSINESS IS BUSINESS,From A Man,"Cover art for Young Thug's single ""From A Man.""

Design: Alyssa Kyle

Best Available Resolution: 3000x3000",,,,Cover,Single,https://a1.mzstatic.com/r40/Music116/v4/c0/12/df/c012dfe5-d9d6-1e22-d391-dbd79fe642e2/075679665171.jpg
BUSINESS IS BUSINESS,"Bslime - Whippin It
(feat. Young Thug)","Design: Henry VDK

Best Available Resolution: 1440x1440",,,,Cover,Feature,
BUSINESS IS BUSINESS,"Busta Rhymes - OK
(feat. Young Thug)","Art for ""OK"" by Busta Rhymes. For whatever reason, this wasn't used for the song's single release on streaming, which just uses the standard album art, but this cover was shared to promote the song and can be found on the music video's IMDb page.

Creative Direction: Anita Boriboon
Art Direction: Christopher Feldmann
Design: MIami Kaos & Courtney McWilliams

Best Available Resolution: 1000x1000",,,,Cover,Feature,
BUSINESS IS BUSINESS,"Calvin Harris - Potion
(feat. Dua Lip & Young Thug)","Official cover art for Calvin Harris' single ""Potion"".

Best Available Resolution: 3000x3000",,,,Cover,Feature,
BUSINESS IS BUSINESS,"FBG Goat - RYU
(with Young Thug)","Official cover art for FBG Goat's single ""RYU"">

Best Available Resolution: 3000x3000",,,,Cover,Feature,
BUSINESS IS BUSINESS,"Hot Lotto - Juiced
(feat. Young Thug)",,,,,Cover,Feature,
BUSINESS IS BUSINESS,"Karlae - TRAFFIC
(feat. Young Thug)",,,,,Cover,Feature,
BUSINESS IS BUSINESS,"Killer Mike - RUN
(feat. Young Thug)","Official cover art for Killer Mike's single ""RUN"".

Photography: Jonathan Mannion

Best Available Resolution: 3000x3000",,,,Cover,Feature,
BUSINESS IS BUSINESS,"Killer Mike - RUN (Damian “Jr. Gong” Marley Version)
(with Damian Marley)",,,,,Cover,Feature,
BUSINESS IS BUSINESS,"Lil Gotit - Twisting Our Fingers
(feat. Young Thug & Lil Keed)","Official cover art for Lil Gotit's single ""Twisting Our Fingers"".

Best Available Resolution: 3000x3000",,,,Cover,Feature,
BUSINESS IS BUSINESS,"Lil Wayne & Wheezy - Bless
(feat. Young Thug)","Official cover art for Lil Wayne and Wheezy's single ""Bless"".

Best Available Resolution: 3000x3000",,,,Cover,Feature,
BUSINESS IS BUSINESS,"Maino - Poetry
(feat. Young Thug)","Official cover art for Maino's single ""Poetry"".

Best Available Resolution: 3000x3000",,,,Cover,Feature,
BUSINESS IS BUSINESS,"Maino - Poetry (ChopNotSlop Remix)
(feat. Young Thug)","Official cover art for Maino's single ""Poetry (ChopNotSlop Remix)"".

Best Available Resolution: 3000x3000",,,,Cover,Feature,
BUSINESS IS BUSINESS,"Philmon Lee - Baby Don't Cry
(feat. Young Thug)","Official cover art for Philmon Lee's single ""Baby Don't Cry"".

Best Available Resolution: 3000x3000",,,,Cover,Feature,
BUSINESS IS BUSINESS,"Strick - KISSES MAKE SURE 
(feat. Young Thug & James Blake)","Official cover art for Strick's single ""KISSES MAKE SURE"".

Design: Basile Fournier

Best Available Resolution: 4096x4096",,,,Cover,Feature,
BUSINESS IS BUSINESS,"tobi lou & FARADA - Cobra
(feat. Young Thug)",,,,,Cover,Feature,
BUSINESS IS BUSINESS,"Virgin Miri - Make a Movie
(feat. Young Thug)","Official cover art for Virgin Miri's single ""Make a Movie"".

Best Available Resolution: 3000x3000",,,,Cover,Feature,
BUSINESS IS BUSINESS,"Wheezy - I Signed My Deal
(feat. NAV, Young Thug & Lil Uzi Vert)","Cover art for Wheezy's unreleased single ""I Signed My Deal"", which was officially revealed on his Instagram.

Best Available Resolution: 1440x1440",,,,Cover,Feature,https://www.instagram.com/p/C0Pc7gAJCrk/?igsh=aXZ0OG4xYWUydW1x
BUSINESS IS BUSINESS,"Yeat - My wrist
(with Young Thug)","Official cover art for Yeat's single ""My wrist"".

Best Available Resolution: 3000x3000",,,,Cover,Feature,
Slime Season Trilogy Re-Release,Slime Season (Trilogy),"Trilogy box set cover art for Slime Season.

Best Available Resolution: 3800x3800",,,,Cover,Mixtape,
Slime Season Trilogy Re-Release,Slime Season [Re-Release Cover],,,,,Cover,Mixtape,
Slime Season Trilogy Re-Release,Slime Season [Re-Release Tracklist],,,,,Tracklist,Mixtape,
Slime Season Trilogy Re-Release,Slime Season 2 [Re-Release Cover],,,,,Cover,Mixtape,
Slime Season Trilogy Re-Release,Slime Season 2 [Re-Release Tracklist],,,,,Tracklist,Mixtape,
Slime Season Trilogy Re-Release,Slime Season 3 [Re-Release Cover],,,,,Cover,Mixtape,
Slime Season Trilogy Re-Release,Slime Season 3 [Re-Release Tracklist],,,,,Tracklist,Mixtape,
UY SCUTI,UY SCUTI,"Official cover art for ""UY SCUTI""

Creative Direction: Garfield Larmond
Design:

Best Available Resolution: 3000x3000",,,,Cover,Album,
UY SCUTI,"UY SCUTI 
[Alternate Cover 1]","Alternate cover art used on physical editions of ""UY SCUTI"". This was the first cover revealed in April 2025, but from the start was advertised as an alternate cover.

Photography: Connor Films
Logo: Victor Shevchenko

Best Available Resolution: 2048x2048",,,,Cover,Album,
UY SCUTI,"UY SCUTI 
[Alternate Cover 2]","Alternate cover art used on physical editions of ""UY SCUTI"". This was the second cover revealed in April 2025, but from the start was advertised as an alternate cover.

Design: 

Best Available Resolution: 1150x1150",,,,Cover,Album,
UY SCUTI,UY SCUTI (Sp5der Edition),"Alternate cover art used on the ""Sp5der Edition"" vinyl version of  ""UY SCUTI"". This was likely originally going to be the main cover, physicals for this edition were printed alongside the two alternate cover editions in April 2025 which both had indicated they weren't the main cover. Assuming no unknown fourth edition exists that wasn't released, that would make this the main art.

Design: ARM

Best Available Resolution: 2500x2500",,,,Cover,Album,
UY SCUTI,UY SCUTI (Archive Edition 1),"Alternate cover art for the ""Archive Edition 1"" digital version of ""UY SCUTI"".

Photography: 

Best Available Resolution: 1440x1440",,,,Cover,Album,
UY SCUTI,UY SCUTI (Archive Edition 2),"Alternate cover art for the ""Archive Edition 2"" digital version of ""UY SCUTI"".

Photography: 

Best Available Resolution: 1440x1440",,,,Cover,Album,
UY SCUTI,UY SCUTI (Supernova Edition),"Official cover art for ""UY SCUTI (Supernova Edition)"". The image of Thug's face was generated using AI, confirmed by the designer in an interview.

Creative Direction: Garfield Larmond
Design: Doc

Best Available Resolution: 3000x3000",,,,Cover,Album,
UY SCUTI,Miss My Dogs,"Official cover art for Young Thug's single ""Miss My Dogs"". Reuses the art posted by Thug and various memebers of his team for an unknown album in early 2022, photographed by Kenneth Cappello originally for ""So Much Fun"" in 2019. The image used is fairly compressed when you look closely, even in high resolutions, as it was likely just taken from the Instagram post despite a high-resolution version of the cover existing on designer Jeff Gilligan's website.

Design: Jeff Gilligan
Photography: Kenneth Cappello

Best Available Resolution: 3000x3000",,,,Cover,Single,
UY SCUTI,Money On Money,"Official cover art for Young Thug's single ""Money On Money"". Photographed during the music video shoot for the song by diirector Connor Films.

Photography: Connor Films
Logo: Victor Shevchenko

Best Available Resolution: 3000x3000",,,,Cover,Single,
UY SCUTI,"Nigo - Dope Boy
(with Young Thug)","Official cover art for Nigo's single ""Dope Boy"".

Best Available Resolution: 1400x1400",,,,Cover,Feature,
Day Before Coachella,"Fred again.. - scared 
(feat. Young Thug)","Official cover art for Fred again..'s single ""scared"".

Best Available Resolution: 4000x4000",,,,Cover,Feature,
Day Before Coachella,"NAV - Trimski
(feat. Young Thug)","Official cover art for NAV's single ""Trimski"".

Design: ORAZIO

Best Available Resolution: 3000x3000",,,,Cover,Feature,
Day Before Coachella,"Trippie Redd - Paperbag Boy
(feat. Young Thug)","Official cover art for Trippie Redd's single ""Paperbag Boy"".

Creative Direction: Benji Allen
Design: Kyle Scott
Photography: Geoff Mau
Color: Braxton Apana
Production Design: Gabriel Duque

Best Available Resolution: 3000x3000",,,,Cover,Feature,
