Era,Name,Notes,Length,File Date,Release Date,Type,Streaming,On DSPs,Link(s)
Luv Is Rage,"✨ Banned From TV
(prod. Charlie Heat)
(Problem)",Track 2 on Luv Is Rage. Was originally named differently. Remix a N.O.R.E with the same name that was also remixed by Lil Wayne.,2:57,,"Oct 30, 2015",Mixtape,Released on DSPs,Yes,https://open.spotify.com/track/0Ux97Dqx5amaRrDvHbEfjm?si=5064068f55dd4167
Luv Is Rage,"Super Saiyan
(prod. Slade Da Monsta)
(Super Saiyan Trunks)","Track 3 on Luv Is Rage. Received a music video on July 8, 2015. Was originally named differently.",2:27,,"Oct 30, 2015",Mixtape,Released on DSPs,Yes,https://open.spotify.com/track/2sO7QVPRKEPyY5RcG3N6Ic?si=9787d3d5dad64070
Luv Is Rage,"⭐ 7AM
(prod. DP Beats, Lex Luger & Xay Scott)
(7 am (VLONE Lifestyle) ++)","Track 4 on Luv Is Rage. Right before its release, Brittany Byrd recorded her famous intro to the song.",3:40,"Oct 8, 2015","Oct 30, 2015",Mixtape,Released on DSPs,Yes,https://open.spotify.com/track/4v1P7JCjehbg5TmLQo2mFy?si=d027688a342c48ba
Luv Is Rage,"Yamborghini Dream 
(feat. Young Thug) (prod. MP808 & TM88)",Track 5 on Luv Is Rage. Was originally untitled.,3:48,"Jan 25, 2015","Oct 30, 2015",Mixtape,Released on DSPs,Yes,https://open.spotify.com/track/2QBxdLNImwEDJCzI0Yzeka?si=d482413509be4d98
Luv Is Rage,"⭐ Right Now
(prod. Sonny Digital)",Track 6 on Luv Is Rage. Uzi has stated this is his favorite song he has made.,3:48,"Sep 5, 2015","Oct 30, 2015",Mixtape,Released on DSPs,Yes,https://open.spotify.com/track/58lknB6kkfcDjMpCfx7rLH?si=90e5eb4ce0594ed6
Luv Is Rage,"⭐ Top
(prod. Treez Lowkey & Don Cannon)","Track 7 on Luv Is Rage. Samples Treez Lowkey's ""HOETEL"", and has an unreleased visualizer.",3:56,"Aug 17, 2015","Oct 30, 2015",Mixtape,Released on DSPs,Yes,https://open.spotify.com/track/55Q46o5adtSobImSKrrlqW?si=ae814ac2452845c8
Luv Is Rage,"✨ All My Chains
(prod. Slade Da Monsta)","Track 8 on Luv Is Rage. Later received a music video on February 19, 2016.",3:29,,"Oct 30, 2015",Mixtape,Released on DSPs,Yes,https://open.spotify.com/track/2DynJ2cNsW35sTJCaRcb70?si=f785310cf8b64961
Luv Is Rage,"Belly
(prod. Bobby Kritical & DJ Plugg)",Track 9 on Luv Is Rage.,3:38,"Apr 3, 2015","Oct 30, 2015",Mixtape,Released on DSPs,Yes,https://open.spotify.com/track/63z7NQignNUAp6zWQVip4J?si=e98ba0dabf454b85
Luv Is Rage,"⭐ Enemies
(prod. Maaly Raw)
(Closest Enemies)",Track 10 on Luv Is Rage.,4:08,,"Oct 30, 2015",Mixtape,Released on DSPs,Yes,https://open.spotify.com/track/2p2DLGuXtnLLClzpmKkyCx?si=0b2d9920cde040d0
Luv Is Rage,"⭐ Ballin
(prod. Don Cannon & V12 The Hitman)
(Ballin' To The End, Ball)",Track 11 on Luv Is Rage. Was named differently at first.,4:38,"Jun 11, 2015","Oct 30, 2015",Mixtape,Released on DSPs,Yes,https://open.spotify.com/track/1P7ycI8RxUZVErR2xCPqbA?si=11ad1303af1b49cc
Luv Is Rage,"⭐ Paradise
(prod. Don Cannon)","Track 12 on Luv Is Rage. According to the SoundCloud data, this track was intended to be a bonus.",2:53,"Sep ??, 2015","Oct 30, 2015",Mixtape,Released on DSPs,Yes,https://open.spotify.com/track/7pudclCl5P99Me3P5F9hPC?si=3b7f1a26e9624f29
,"Luv Is Rage (SoundCloud) - Released Oct. 30, 2015",,,,,,,,
Luv Is Rage,"⭐ Moist
(prod. FKi)",Track 7 on Luv Is Rage. Not available on streaming services.,4:06,,"Oct 30, 2015",Mixtape,Released on DSPs,No,https://soundcloud.com/liluzivert/7-moist-produced-by-fki?in=liluzivert/sets/luv-is-rage&utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing
Luv Is Rage,"Queso
(feat. Wiz Khalifa) (prod. TM88 & Wheezy)
(Queso (Like Guerrero))",Track 9 on Luv Is Rage. Not available on streaming services.,3:56,,"Oct 30, 2015",Mixtape,Released on DSPs,No,https://soundcloud.com/liluzivert/9-queso-ft-wiz-khalifa-produced-by-tm88-wheezy?in=liluzivert/sets/luv-is-rage&utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing
Luv Is Rage,"⭐ Wit My Crew X 1987
(prod. Dee Money, Chapo & FKi)
(Wit' My Crew X West Side)","Track 12 on Luv Is Rage. Not available on streaming services. The song is a combination of two separate tracks, with '1987' originally being called 'West Side'.",6:21,,"Oct 30, 2015",Mixtape,Released on DSPs,No,https://soundcloud.com/liluzivert/12-wit-my-crew-x-1987-produced-by-fki?in=liluzivert/sets/luv-is-rage&utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing
Luv Is Rage,"⭐ Nuyork Nights At 21 [V2]
(prod. FKi)
(Never Let You Down, NuYork Nights at 21 ++)",Track 13 on Luv Is Rage. Not available on streaming services. Originally had a different name.,2:50,,"Sep 6, 2015
Oct 30, 2015",Mixtape,Released on DSPs,No,https://soundcloud.com/liluzivert/13-nuyork-nights-at-21-produced-by-fki?in=liluzivert/sets/luv-is-rage&utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing
,"Lil Uzi Vert vs. The World
℗ Atlantic Records & Generation Now",,,,,,,,
,Singles and throwaways,,,,,,,,
Lil Uzi Vert vs. The World,"This That Shit
(prod. LEEKBEATZ)","Allegedly recorded and released in 2013 on the producer's SoundCloud, however I could only find a 2015 release",2:59,"??? ??, 2013","Dec 15, 2015",Single,Released on DSPs,No,https://soundcloud.com/leek-beatz/lil-uzi-vert-this-that-shit-prodleekbeatz
Lil Uzi Vert vs. The World,"SO HIT ++
(prod. Sonny Digital)",SoundCloud single,3:20,,"Dec 18, 2015",Single,Released on DSPs,No,https://soundcloud.com/liluzivert/so-hit-prodsonny-digitial
Lil Uzi Vert vs. The World,"He Did It ++
(prod. DP Beats)",SoundCloud single,    3:41,,"Dec 25, 2015",Single,Released on DSPs,No,https://soundcloud.com/liluzivert/he-did-it-dpbeatz
Lil Uzi Vert vs. The World,"⭐ Left Right
(with Playboi Carti) (prod. Don Cannon, Maaly Raw & DJ Spinz)","Collaboration song with Playboi Carti, was made, leaked, and later released right before the Left Right Tour.",3:29,,"Jan 28, 2016",Single,Released on DSPs,No,"https://soundcloud.com/liluzivert/left-right-official
https://www.youtube.com/watch?v=y5eLBe6kOio"
Lil Uzi Vert vs. The World,"⭐ Yea Hoe
(with Young Thug) (prod. Maaly Raw)","Was released by Maaly Raw as a SoundCloud single in early 2016. Recorded November 23, 2015. OG 2015 file has leaked.",3:10,"Nov 23, 2015","Jan 30, 2016",Feature,Released on DSPs,No,https://soundcloud.com/maayraw/lil-uzi-vert-x-young-thug-yea-hoe-prod-by-maaly-raw?utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing
Lil Uzi Vert vs. The World,"⭐ Money Longer
(prod. Maaly Raw & Don Cannon)","Released as a single, later became track 3 on Lil Uzi Vert vs. The World. Later became track 21 on the Japanese edition of Luv Is Rage 2 (Deluxe). A music video was released for the song, on July 8, 2016.",3:19,"Jan 5, 2016","Feb 6, 2016
Apr 15, 2016",Single,Released on DSPs,Yes,https://open.spotify.com/track/0B8QzDH7YWih85V5SEMnyJ?si=37e8c478314b44a4
Lil Uzi Vert vs. The World,"Countin'
(feat. 2 Chainz & Wiz Khalifa) (prod. FKi-1st, Murda Beatz)","Released after ""Money Longer"" single by SoundOfHipHop",4:19,,"Mar 7, 2016",Single,Released on DSPs,No,https://soundcloud.com/soundofhiphop/counting
,Features,,,,,,,,
Lil Uzi Vert vs. The World,"Young Thug - Big Racks
(feat. Lil Uzi Vert) (prod. Southside)","Released on Slime Season 2 with Uzi doing the intro, was on streaming
Recorded on May 7th, 2015 during a session with Young Thug",4:08,"May 7, 2015","Oct 31, 2015",Feature,Released on DSPs,Yes,"https://open.spotify.com/track/0OIkMaeV42HpUFuBv3ShKe?si=0721bcb45f0843bf
https://mixtapemonkey.com/1676/young-thug-slime-season-2"
Lil Uzi Vert vs. The World,"Kur - Run It Up
(feat. Lil Uzi Vert) (prod. Maaly Raw)",Previewed on Uzi's Twitter. Recorded in 2015,3:56,"??? ??, 2015","Nov 15, 2015",Feature,Released on DSPs,No,https://mymixtapez.com/album/53859
Lil Uzi Vert vs. The World,"Phat Geez - Xanax & Percocets
(feat. Lil Uzi Vert) (prod. Maaly Raw & Critacal)","Track 6 of Phat Geez's project, Has a music video on YouTube",3:57,,"Nov 27, 2015",Feature,Released on DSPs,No,https://soundcloud.com/phatgeez/06-xanx-percocets-ft-lil-uzi-prod-maaly-raw-co-prod-critacal
Lil Uzi Vert vs. The World,"MAX - Wrong
(feat. Lil Uzi Vert) (prod. Azeem)","Track 1 on MAX's EP ""Wrong"". Later became track 3 on MAX's album ""Hell's Kitchen Angel"".",3:15,,"Dec 18, 2015",Feature,Released on DSPs,Yes,https://open.spotify.com/track/4vEGGMbFb8UpBaFMR9SOpl?si=077d85489cab4741
Lil Uzi Vert vs. The World,"Big Money - C4 (GenerationNow Remix)
(feat. Rich Homie Quan, Lil Uzi Vert, & Skeme) (prod. Don Cannon)",A remix of C4 that was posted nearly 2 years after the original song.,3:52,,"Dec 23, 2015",Single,Released on DSPs,No,https://soundcloud.com/djdoncannon/big-money-c4-remix-rich-homie-quan-uzi-vert-skeme
Lil Uzi Vert vs. The World,"LAMB$ - Nauseous
(feat. MidwestMillz & Lil Uzi Vert) (prod. Tuger)","Recorded in a LAMB$ x Millz x Uzi session on May 4th, 2015",3:39,"May 4, 2015","Jan 31, 2016",Feature,Released on DSPs,No,https://soundcloud.com/insomniaclambs/uzi-x-lamb-x-millz-nauseous
Lil Uzi Vert vs. The World,"William Aston - Diamond Necklace
(feat. Lil Uzi Vert) (prod. ???)","Little is known - reupload linked, taken down",3:44,,"Feb 3, 2016",Feature,Released on DSPs,No,https://www.youtube.com/watch?v=0_LihKUYqgM
Lil Uzi Vert vs. The World,"Money June - Exotic
(feat. Lil Uzi Vert) (prod. ???)","Previewed in February, 2015",4:01,,"Mar 2, 2016",Feature,Released on DSPs,No,https://soundcloud.com/money-june/exotic-ft-lil-uzi
Lil Uzi Vert vs. The World,"Kodie Shane - Way Up 
(feat. Lil Uzi Vert) (prod. Matty P & KMajor)",Released in 2016,3:28,,"Mar 4, 2016",Feature,Released on DSPs,No,https://soundcloud.com/kodieshane/kodie-shane-way-up-feat-liluzivert-prod-by-gspkmajor
Lil Uzi Vert vs. The World,"Omelly - Codeine
(feat. Rich The Kid & Lil Uzi Vert) (prod. Zaytoven)","Recorded in January 2015, released in 2017",3:26,"??? ??, 2015","Mar 16, 2016",Feature,Released on DSPs,Yes,https://open.spotify.com/track/4O8So3q0VxCIN0PgYZw4jA
Lil Uzi Vert vs. The World,"K. Gibbs - Choppa
(feat. Young Savage & Lil Uzi Vert) (prod. ???)",Feature that was released on April Fools Day 2016.,5:49,,"Mar 16, 2016",Feature,Released on DSPs,No,https://soundcloud.com/kgibbs215/k-gibbs-choppa-ft-lil-uzi-vert-x-young-savage
,"Lil Uzi Vert vs. The World (DSPs) - Released April. 15, 2016",SoundCloud Version,,,,,,,
Lil Uzi Vert vs. The World,"⭐ Canadian Goose
(prod. Maaly Raw)
(Cold)",Track 1 on Lil Uzi Vert vs. The World. Was originally named differently.,3:38,"Mar 25, 2016","Apr 15, 2016",Mixtape,Released on DSPs,Yes,https://open.spotify.com/track/1MNdfH2KC5LdEde3JPJ513?si=7894a648c33a4386
Lil Uzi Vert vs. The World,"✨ Hi Roller
(prod. Maaly Raw & Rex Kudo)",Track 2 on Lil Uzi Vert vs. The World.,4:36,"Mar 25, 2016","Apr 15, 2016",Mixtape,Released on DSPs,Yes,https://open.spotify.com/track/69M9QCMsCQ5MLsw7BBW0rL?si=e0c875d8ebb64485
Lil Uzi Vert vs. The World,"✨ Grab the Wheel
(prod. Don Cannon & CuBeatz)",Track 4 on Lil Uzi Vert vs. The World.,4:56,"Mar 16, 2016","Apr 15, 2016",Mixtape,Released on DSPs,Yes,https://open.spotify.com/track/3aJ66zarLOVW4o2nPDxg0g?si=a2084cde0a6447d2
Lil Uzi Vert vs. The World,"⭐ You Was Right
(prod. Metro Boomin)","Track 5 on Lil Uzi Vert vs. The World. Released as a single alongside the album. A music video was released for the song, on October 5, 2016.",2:44,"Mar 8, 2016","Apr 15, 2016",Mixtape,Released on DSPs,Yes,https://open.spotify.com/track/2ANLarE8yHVsLWW21nj79M?si=e926862ee823430c
Lil Uzi Vert vs. The World,"✨ Baby Are You Home
(prod. Metro Boomin)
(Are You Home?, Home)",Track 6 on Lil Uzi Vert vs. The World. Was originally named differently.,3:50,"Mar 8, 2016","Apr 15, 2016",Mixtape,Released on DSPs,Yes,https://open.spotify.com/track/6Q1NPLtp9IzcXmCutp3Qmo?si=f4d03e7f24ae4069
Lil Uzi Vert vs. The World,"⭐ Ps & Qs
(prod. Don Cannon)
(Made It Mines, MiM)","Track 7 on Lil Uzi Vert vs. The World. Was released as a single alongside the album. A music video was released for the song, on January 1st, 2017.",3:42,"Mar ??, 2016","Apr 15, 2016",Mixtape,Released on DSPs,Yes,https://open.spotify.com/track/1gGsNNUfvVMOv4llVMg8Vg?si=b9afc8d9b0604dd5
Lil Uzi Vert vs. The World,"✨ Team Rocket
(prod. Don Cannon & Lyle Leduff)
(Money My Way)",Track 8 on Lil Uzi Vert vs. The World. Was originally named differently.,3:26,"Dec 17, 2015","Apr 15, 2016",Mixtape,Released on DSPs,Yes,https://open.spotify.com/track/6FfyYWFEk4zd7CgvjBa2ZK?si=cced93070c644996
Lil Uzi Vert vs. The World,"✨ Scott & Ramona
(prod. WondaGurl)
(I Don't Care)",Track 9 on Lil Uzi Vert vs. The World. The song was originally untitled.,3:41,"Nov 8, 2015","Apr 15, 2016",Mixtape,Released on DSPs,Yes,https://open.spotify.com/track/7egGWCqoxtAuo7QgsWw3tm?si=8d9edc46b68f413b
,"The Perfect LUV Tape
(TPLT)
(exec. prod. Don Cannon)
℗ Atlantic Records & Generation Now",,,,,,,,
,Singles and throwaways,,,,,,,,
The Perfect LUV Tape,"$UB ZERO++
(prod. Maaly Raw)",Single released before LUVVTW,3:39,,"May 29, 2016",Single,Released on DSPs,No,https://soundcloud.com/liluzivert/sub-zero-produced-by-maaly-raw
The Perfect LUV Tape,"✨ Stole Your Luv++
(prod. Lyle Leduff)","Single where Uzi rhymes about breaking up with his girlfriend, Brittany, released an hour after announcing their break up ",4:44,,"Jun 25, 2016",Single,Released on DSPs,No,https://soundcloud.com/liluzivert/uzi-lyle-my-bad-extended
,Features,,,,,,,,
The Perfect LUV Tape,"Brenmar - We Rollin
(feat. Lil Uzi Vert & Rome Fortune)",Single released by Brenmar featuring Lil Uzi Vert.,3:04,,"Apr 22, 2016",Feature,Released on DSPs,Yes,https://open.spotify.com/track/6IG9lksEE1p1TadgYXrqTD?si=e43d2e8cd99d4a0d
The Perfect LUV Tape,"A$AP Ferg - Uzi Gang
(feat. Lil Uzi Vert & Marty Baller)","Single later released on A$AP Ferg's album, music video released on Dec 19, 2016",3:32,,"Apr 29, 2016",Feature,Released on DSPs,Yes,"https://open.spotify.com/track/5LnEyVrdBBYUWadArQrAIG?si=c5850d326c9a405d
https://www.youtube.com/watch?v=DI0PBcyCzpM"
The Perfect LUV Tape,"Wiz Khalifa - Pull Up
(feat. Lil Uzi Vert) (prod. Ricky P & TM88)",Single released by Wiz Khalifa featuring Lil Uzi Vert. Was originally a solo Uzi song before the track was given to Wiz Khalifa.,3:27,,"May 25, 2016",Feature,Released on DSPs,Yes,https://open.spotify.com/track/6LTsvaebP6V9tJFvZxqi5M?si=8dad958fa6864429
The Perfect LUV Tape,"Sosamann - Drippin & Saucin
(feat. Sauce Walka & Lil Uzi Vert) (prod. Bobby Kritical)",Previewed many times throughout 2015,4:36,,"May 26, 2016",Feature,Released on DSPs,No,https://soundcloud.com/sosamann/drippin-saucin-sosamnn-uzi-sauce-walka
The Perfect LUV Tape,"Ethan Sacii - Semi-Automatic
(feat. LAMB$ & Lil Uzi Vert) (prod. Rakz Fifth)","Recorded in a LAMB$ x Millz x Uzi session on May 4th, 2015. Uzi and LAMB$ verses were later taken off and combined to form ""Fighting Demons"" which released in 2019",3:00,"May 4, 2015","Jun 1, 2016",Feature,Released on DSPs,No,https://soundcloud.com/ethansacii/lil-uzi-vert-ft-ethan-sacii-semi-automatic
The Perfect LUV Tape,"DJ Drama - Camera
(feat. Lil Uzi Vert, FKi 1st, Post Malone & Mac Miller) (prod. DJ Drama & FKi 1st)","Track #8 on DJ Drama's album ""Quality Street Music 2""",5:28,,"Jul 22, 2016",Feature,Released on DSPs,Yes,https://open.spotify.com/track/3sQ6KL5clLt1gHSVM9VGRb?si=M9hPVIh4RnWuWLqd9lo6hA
,"The Perfect LUV Tape (DSPs) - Released Jul. 31, 2016",,,,,,,,
The Perfect LUV Tape,"⭐ Do What I Want
(prod. Maaly Raw, Don Cannon & SpadeOfficial)
(I Do What I Want, Now I Do What I Want)","OG Filename: I Do What I Want_16Bit_Aria_Master_MixType_B
Track 1 on The Perfect LUV Tape. Later became track 22 on the Japanese edition of Luv Is Rage 2 (Deluxe). A music video was released on April 27, 2017.",2:55,"Jul 12, 2016","Jul 31, 2016",Mixtape,Released on DSPs,Yes,https://open.spotify.com/track/4IWGnyOHDrVZEtPWfs4s7q?si=919b9edda5134b4a
The Perfect LUV Tape,"✨ Of Course We Ghetto Flowers
(feat. Playboi Carti & Offset) (prod. Maaly Raw)
(Whoa)","Track 2 on The Perfect LUV Tape. Didn't originally feature Carti; most likely he got added to the song, because of their joint 16*29 tour.",4:22,"Jul 8, 2016
(Uzi & Off)
Jul ??, 2016
(Carti)","Jul 31, 2016",Mixtape,Released on DSPs,Yes,https://open.spotify.com/track/0gqfvyewE2Sh8TwKBFajCF?si=c0bd69f6b3334045
The Perfect LUV Tape,"Original Uzi (4 of Us)
(prod. Maaly Raw, Lil Uzi Vert & Ike Beatz)
(Four Of Us)",Track 3 on The Perfect LUV Tape. Was originally titled differently.,2:47,"Jul 22, 2016","Jul 31, 2016",Mixtape,Released on DSPs,Yes,https://open.spotify.com/track/53iTGmEL4uwHlqUvuKcrQe?si=f2524b371fb9459e
The Perfect LUV Tape,"✨ Money Mitch
(prod. Zaytoven)
(Run It)",Track 4 on The Perfect LUV Tape. Was originally titled differently.,4:07,"Jul ??, 2016","Jul 31, 2016",Mixtape,Released on DSPs,Yes,https://open.spotify.com/track/7A1Heow9lN9CIuuJzJ6MDP?si=6ec5cb8527834eed
The Perfect LUV Tape,"SideLine Watching (Hold Up)
(prod. Zaytoven)
(Hold Up)",Track 5 on The Perfect LUV Tape.,3:11,"Jul ??, 2016","Jul 31, 2016",Mixtape,Released on DSPs,Yes,https://open.spotify.com/track/0VYhxVxH9ijmdHUKsON9Bk?si=6be0925f79424cdf
The Perfect LUV Tape,"I Can Drive
(prod. DP Beats)
(Alfa Romeo AW30 (I Can Drive))",Track 6 on The Perfect LUV Tape. Was titled differently on SoundCloud.,2:33,"Jul 6-9, 2016","Jul 31, 2016",Mixtape,Released on DSPs,Yes,https://open.spotify.com/track/5wyrQLBbmKdxY6yLNdienj?si=fa9e3fc34e8c4ae7
The Perfect LUV Tape,"You're Lost
(prod. 40A, Don Cannon & Slade Da Monsta)
(Dis Ain't Dat)",Track 7 on The Perfect LUV Tape.,2:39,"Jun ??, 2016","Jul 31, 2016",Mixtape,Released on DSPs,Yes,https://open.spotify.com/track/5MUvVmyKD6bBY0XDeWZjJJ?si=aa4944d2fc2c4ae1
The Perfect LUV Tape,"⭐ Erase Your Social
(prod. Don Cannon, Cufool & Lyle Leduff)
(Socials)",Track 8 on The Perfect LUV Tape.,3:20,"Jun ??, 2016","Jul 31, 2016",Mixtape,Released on DSPs,Yes,https://open.spotify.com/track/4uhvMW7ly7tJil31YYscAN?si=2ef9890526004c9d
The Perfect LUV Tape,"✨ Ronda (Winners)
(prod. Metro Boomin & CuBeatz)",Track 9 on The Perfect LUV Tape.,3:36,,"Jul 31, 2016",Mixtape,Released on DSPs,Yes,https://open.spotify.com/track/2Wc5No77rhsfW2mB9LzXB3?si=9870f7c6e8c14be6
The Perfect LUV Tape,"⭐ Seven Million
(feat. Future) (prod. Don Cannon, Nard & B & XL Eagle)
(Drippin')",Track 10 on The Perfect LUV Tape.,3:03,"Mar 17-18, 2016","Jul 31, 2016",Mixtape,Released on DSPs,Yes,https://open.spotify.com/track/6j0teRL3WdExzqmy334sh5?si=e812b71fe9b74af0
,"The Perfect LUV Tape (Soundclound) - Released Jul. 31, 2016",Souncloud Version,,,,,,,
The Perfect LUV Tape,"Money Mitch (SoundCloud Version)
(prod. Zaytoven)
(Run It)","OG Filename: RUNITspedup_16bit_Aria_Master_MixType_B
Track #4 on The Perfect LUV Tape, in the SoundCloud edition.",4:07,"Jul ??, 2016","Jul 31, 2016",Mixtape,Released on DSPs,No,https://soundcloud.com/liluzivert/money-mitch-produced-by-zaytoven
,Luv Is Rage 2 [V1],,,,,,,,
,Singles and throwaways,,,,,,,,
Luv Is Rage 2 [V1],"⭐ Buy It $$$$
(prod. Zaytoven)
(Buy It)","OG Filename: Uzi Zay Buy It
Originally released on YouTube, as an exclusive single by WorldStarHipHop, where the song blew up. After that, it got reissued as a single, and now stands as one of his most popular and best songs ever.",2:40,"Aug 23, 2016","Aug 24, 2016",Single,Released on DSPs,No,https://soundcloud.com/liluzivert/buy-it-prod-zaytoven
Luv Is Rage 2 [V1],"✨ Ready Set Go (VLone)
(prod. DP Beats)","OG Filename: Ready Set Go (Mastered)
Pays homage to the streetwear fashion brand started by A$AP Bari. Previewed on Instagram hours before release. Was released as a WorldStarHipHop exclusive.",    3:42,"Sep 20, 2016","Sep 21, 2016",Single,Released on DSPs,No,https://soundcloud.com/liluzivert/ready-set-go-vlone-produced-by-dp-beatz
Luv Is Rage 2 [V1],"⭐ Woke Up Thankful (Calm Skate Vids)
(prod. DP Beats)
(Thankful, Bankful)","OG Filename: Uzi DP Thankful
Was previewed by Uzi the same day it was recorded.",3:21,"Oct 28, 2016","Nov 8, 2016",Single,Released on DSPs,No,https://soundcloud.com/liluzivert/woke-up-thankful-produced-by-dp-beats
Luv Is Rage 2 [V1],"✨ Grow Up
(prod. GLOhan)","OG Filename: Grow Up LEAK
Was released on SoundCloud as a single by Uzi, at first. Samples the videogame's ""Dragon Ball GT: Final Bout"" start menu. Its instrumental would later be released on DSPs as track #3 on GLOhan's ""No Favors"". Was then remastered and released as a single.",    3:53,"Oct 30, 2016","Nov 8, 2016",Single,Released on DSPs,No,https://soundcloud.com/liluzivert/grow-up
Luv Is Rage 2 [V1],"✨ Miss Cleo
(prod. Maaly Raw & Bugz Ronin)
(Water On My Diamonds)","OG Filename: Ms Cleo
Named after the TV Psychic ""Miss Cleo"". Was initially released on SoundCloud as ""Water On My Diamonds"", but was eventually renamed.",3:50,"Nov ??, 2016","Nov 8, 2016",Single,Released on DSPs,No,https://soundcloud.com/liluzivert/misscleo
,Features,,,,,,,,
Luv Is Rage 2 [V1],"Ralo - Flexing on Purpose 
(feat. Young Thug, Lil Uzi Vert & 21 Savage) (prod. Ricky Racks)
(Flexin on Purpose)","Feature recorded in 2015, released in August 2016",5:15,"??? ??, 2015","Aug 2, 2016",Feature,Released on DSPs,Yes,https://open.spotify.com/track/7B0fNYe2gAYHwAftXDF1pe?si=18d29efd109747a0
