Era,Name,Notes,Length,Release Date,Type,Streaming,Link(s)
A Love Letter You'll Never Get...,"XXXTENTACION - Fuck Love
(feat. Trippie Redd) (prod. TrackSlayerz, Nick Mira, Taz Taylor & Detail)",Track 8 on 17.,2:26,"Aug 25, 2017",Feature,Yes,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2?si=93f29e8ac9264d9b
A Love Letter You'll Never Get...,"Woah Woah Woah
(feat. Bali Baby) (prod. Young God)
(Crashbandicoot and Chill)",Track 1 on A Love Letter You'll Never Get... and track 5 on A Love Letter To You 2.,3:42,"Aug 29, 2017",Album Track,Yes,https://open.spotify.com/track/2gltiPEvkB5xZxAUMiYQ4U?si=18a389e0f2104ad8
A Love Letter You'll Never Get...,"I Know How to Self Destruct
(prod. Young God)",Track 2 on A Love Letter You'll Never Get... and track 13 on A Love Letter To You 2.,1:42,"Aug 29, 2017",Album Track,Yes,https://open.spotify.com/track/6O3F6eB4Z7t06mTzreSGDs?si=39beeae5a4c04abc
"10 Album Track(s)
2 Single(s)
5 Feature(s)
3 Music Video(s)
0 Other",A Love Letter To You 2,"(Aug 29, 2017) (A Love Letter You'll Never Get... is released)
(Oct 6, 2017) (A Love Letter To You 2 is released)",,,Other,,
A Love Letter To You 2,"Bust Down
(prod. Goose the Guru)",Track 1 on A Love Letter To You 2. The lead single of the project.,4:05,"Sep 15, 2017",Single,Yes,https://open.spotify.com/track/173KirQOJcXBCyqADQBpt9?si=ac7687a2c4f64556
A Love Letter To You 2,"UnoTheActivist - Sunset
(feat. Trippie Redd) (prod. Fxnesse2x)
(Dusk Till Dawn)",Track 17 on Live.Shyne.Die.,3:45,"Sep. 16, 2017",Feature,Yes,https://open.spotify.com/track/3kVi29DSUwbm40F0Xh1NOR
A Love Letter To You 2,"Bust Down [Music Video]
(prod. Goose the Guru)","Official music video for track 1 on A Love Letter To You 2, edited by Kiano Gingell",3:59,"Sep 18, 2017",Other,No,https://www.youtube.com/watch?v=-xNTqzi88v0
A Love Letter To You 2,"AyeYoQue - Hang Wit
(feat. Trippie Redd) (prod. Elliott Trent)",September 2017 feature.,3:01,"Sep 20, 2017",Feature,Yes,https://open.spotify.com/track/0k8a8MsGA9nWAgJ40j7xpc?si=2689653b58964ebc
A Love Letter To You 2,"Its OK [Music Video]
(feat. T-Wayne) (prod. Yung Lan)
(okok xxxxx)","Official music video for track 4 on Rock The World Trippie (xxxxx), shot by Movie Mafia.",3:27,"Sep 25, 2017",Other,No,https://www.youtube.com/watch?v=lHqzgzVGp7Y
A Love Letter To You 2,"In Too Deep
(prod. Goose the Guru & Paris The Producer)",Track 3 on A Love Letter To You 2. The final single of the project.,3:43,"Sep 27, 2017",Single,Yes,https://open.spotify.com/track/12HuSGHKC4aw3kveG29yGr?si=ae28df88f7a84eb8
A Love Letter To You 2,"DRAM - ILL NANA
(feat. Trippie Redd) (prod. Slade Da Monsta)",Track 17 on Big Baby DRAM (Deluxe).,3:16,"Sep 29, 2017",Feature,Yes,https://open.spotify.com/track/6vAPPcbTWRvRiDCW2n3lw5?si=befae57118754a76
A Love Letter To You 2,"Rack City [Music Video]
(feat. Antonia & Chris King) (prod. DJ Flippp & 12Hunna)
(Love Scars Pt. 2)","Official music video for track 2 on A Love Letter To You, released on the Lyrical Lemonade channel, directed by Cole Bennett",2:43,"Oct 2, 2017",Other,No,https://www.youtube.com/watch?v=3_9oWjP0LOQ
A Love Letter To You 2,"Rocket Da Goon - Picture Perfect
(feat. Trippie Redd) (prod. Goose the Guru)",Track 7 on Pluto Talk.,3:21,"Oct 5, 2017",Feature,No,https://soundcloud.com/rocketdagoon/picture-perfect-ft-trippie?utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing
A Love Letter To You 2,"Rocket Da Goon - Reservoir Dogs
(feat. Trippie Redd, Chris King, & Lil Wop) (prod. Goose the Guru)",Track 13 on Pluto Talk.,2:09,"Oct 5, 2017",Feature,No,https://soundcloud.com/rocketdagoon/reservoir-dogs-ft-lil-wop?utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing
A Love Letter To You 2,"Feel Good
(feat. Cydnee with a C & Khalil) (prod. Goose the Guru & Paris The Producer)",Track 2 on A Love Letter To You 2.,3:20,"Oct 6, 2017",Album Track,Yes,https://open.spotify.com/track/4acEiQQWivvWQGIWNi386A?si=e853d3b657be42d7
A Love Letter To You 2,"Deadman's Wonderland
(feat. Antionia) (prod. Goose the Guru)",Track 4 on A Love Letter To You 2.,3:57,"Oct 6, 2017",Album Track,Yes,https://open.spotify.com/track/0DbsK4BPOLn05Ob7ENZ6tc?si=3f97aa15c8a24ccc
A Love Letter To You 2,"Back of My Mind
(feat. Chris King & Cydnee with a C) (prod. Grey Goon)",Track 6 on A Love Letter To You 2.,4:46,"Oct 6, 2017",Album Track,Yes,https://open.spotify.com/track/2fy14rT0OTgqLZp1kr5OWK?si=5a76d0dd2391476b
A Love Letter To You 2,"Today
(feat. UnoTheActivist) (prod. Goose the Guru & Tayo Fetti)",Track 7 on A Love Letter To You 2.,3:37,"Oct 6, 2017",Album Track,Yes,https://open.spotify.com/track/5J69FRvIbwILz3eZWDKDz0?si=d171bec4868d4b13
A Love Letter To You 2,"Hellboy
(prod. Apollo 7VEN & Onassis)",Track 8 on A Love Letter To You 2.,3:08,"Oct 6, 2017",Album Track,Yes,https://open.spotify.com/track/08LNqSBhE9ygNEHD6YFQrW?si=429c005ef58d47ab
A Love Letter To You 2,"Back Back Back
(prod. Digital Nas)",Track 9 on A Love Letter To You 2.,3:59,"Oct 6, 2017",Album Track,Yes,https://open.spotify.com/track/5zv82UQyHlcAZuHhzW98M8?si=6f6d751058484db3
A Love Letter To You 2,"Dangerous
(feat. Chris King & Rocket Da Goon) (prod. FourtyEight)",Track 10 on A Love Letter To You 2.,3:47,"Oct 6, 2017",Album Track,Yes,https://open.spotify.com/track/0T4bGnIXNor4kIkEjCOHxw?si=f2cd0402db0a42b8
A Love Letter To You 2,"Overweight
(feat. Chris King) (prod. 12Hunna & DY Krazy)",Track 11 on A Love Letter To You 2.,3:17,"Oct 6, 2017",Album Track,Yes,https://open.spotify.com/track/0CGGXTm4BTUQ0cfxhoTvpg?si=61d6cbdf5af84357
A Love Letter To You 2,"Overdose on L1FE
(prod. ARNOLDISDEAD & Goose the Guru)
(Overdose)",Track 12 on A Love Letter To You 2.,2:04,"Oct 6, 2017",Album Track,Yes,https://open.spotify.com/track/6RKF2IhlENtPzy1d4lEbqD?si=e753005f89964f14
A Love Letter To You 2,"Let Me Down
(prod. Hollywood Don)",Track 14 on A Love Letter To You 2.,2:48,"Oct 6, 2017",Album Track,Yes,https://open.spotify.com/track/7FHtSNu6kvhJPMdkSVHr3u?si=1e2d40f46281492c
"5 Album Track(s)
0 Single(s)
0 Feature(s)
0 Music Video(s)
0 Other","Angels & Demons
(Collaboration with Lil Wop)","(Oct 6, 2017) (A Love Letter To You 2 is released)
(Oct 31, 2017) (Angels & Demons with Lil Wop is released)",,,Other,,
Angels & Demons,"Gave Her Soul Away
(with Lil Wop) (prod. GamerBoomin & Nikko Bunkin)",Track 1 on Rock The World Trippie (xxxxx). This version fades out Jerome Milly's verse at the end.,2:12,"Oct 31, 2017",Album Track,Yes,https://open.spotify.com/track/7kg2OXMyI3IrK20YozwDqS?si=f51be59b239d4961
Angels & Demons,"Gleam
(with Lil Wop) (prod. 4point0LehGo)",Track 2 on Angels & Demons.,2:54,"Oct 31, 2017",Album Track,Yes,https://open.spotify.com/track/7duNI1EQlN97teMaBKtRs5?si=29917aa2929a47b9
Angels & Demons,"N A DAZE
(with Lil Wop) (prod. Digital Nas)",Track 3 on Angels & Demons.,2:25,"Oct 31, 2017",Album Track,Yes,https://open.spotify.com/track/1U71Xbsep8z6GSNNsoOlMB?si=11b6827571db424a
Angels & Demons,"Like A Savage
(with Lil Wop) (prod. 4point0LehGo)",Track 4 on Angels & Demons.,2:21,"Oct 31, 2017",Album Track,Yes,https://open.spotify.com/track/3A8oC5uIeT9KLftDm3IHlJ?si=cc13ca965fa84fdf
Angels & Demons,"Too Long
(with Lil Wop) (prod. 4point0LehGo)",Track 5 on Angels & Demons.,3:46,"Oct 31, 2017",Album Track,Yes,https://open.spotify.com/track/3ffge0NiriCGcx5Ac8cjrG?si=363f911796034853
"2 Album Track(s)
3 Single(s)
26 Feature(s)
12 Music Video(s)
8 Other",TR666+!$ 1400/800,"(Oct 31, 2017) (Angels & Demons with Lil Wop is released)
(Jul 25, 2018) (TR666+!$ 1400/800 is released)",,,Other,,
TR666+!$ 1400/800,"Overweight [Music Video]
(feat. Chris King) (prod. 12Hunna & DY Krazy)","Official music video for track 1 on A Love Letter To You 2, uploaded on the channel No More Heroes, produced by 12MillionGlo, shot by Azeez Alaka, edited by Triptych Visuals.",2:52,"Nov 2, 2017",Other,No,https://www.youtube.com/watch?v=OvMwvYklW0I
TR666+!$ 1400/800,"Chris King - VIRAL
(feat. Trippie Redd, Rocket Da Goon, & Lil Wop)",Track 12 on Leonardo Di’Trappio.,3:33,"Nov 6, 2017",Feature,No,https://soundcloud.com/chriskingsoundcloud/viral-feat-lil-wop-trippie-redd-rocket-da-goon?utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing
TR666+!$ 1400/800,"Red Drum - Trappin
(feat. Trippie Redd & Famous Dex) (prod. 12Hunna & Red Drum)",November 2017 feature.,4:26,"Nov 10, 2017",Feature,Yes,https://open.spotify.com/track/1JHQKXSAIuseQBXinVBNgN?si=992fdce7df3f4773
TR666+!$ 1400/800,"Rich The Kid - Early Morning Trappin
(feat. Trippie Redd) (prod. Vaiyeh & T-Minus)",Track 11 on The World Is Yours.,3:21,"Nov 20, 2017",Feature,Yes,https://open.spotify.com/track/5I9ToLsF7Rrt9PZ71uk0Qq?si=94364b1f96134f39
TR666+!$ 1400/800,"Rasta Papii - Pull Up In A Coup
(feat. Trippie Redd) (prod. Rasta Papii)",November 2017 feature.,2:52,"Nov 21, 2017",Feature,No,https://soundcloud.com/rastarebelz_nation1/rasta-papii-ft-trippie-redd-pull-up-in-a-coup
TR666+!$ 1400/800,"DRAM - ILL NANA [Music Video]
(feat. Trippie Redd) (prod. 12Hunna & DY Krazy)","Official music video for track 17 on Big Baby DRAM (Deluxe), directed by Bobby Hanaford, edited by Glassface, video commissioner being Joseph Boyd.",2:52,"Nov 21, 2017",Other,No,https://www.youtube.com/watch?v=HLuQbbMnlK4
TR666+!$ 1400/800,"Dark Knight Dummo
(feat. Travis Scott) (prod. Honorable C.N.O.T.E)",Track 9 on LIFE'S A TRIP. The lead single of the project.,4:16,"Dec 6, 2017",Single,Yes,https://open.spotify.com/track/1pfwOQKJsRRBf6NdYO4Qog?si=bef4346daa4646f6
TR666+!$ 1400/800,"Chris Brown - Yoppa
(feat. Trippie Redd) (prod. Amadeus, DRO & Velocity Music Group)",Track 9 on Heartbreak on a Full Moon (Deluxe Edition): Cuffing Season - 12 Days of Christmas.,3:03,"Dec 13, 2017",Feature,Yes,https://open.spotify.com/track/3BuwxIMcFvxFOiGfXyN3I7?si=8e110652c89b49bb
TR666+!$ 1400/800,"Chris King - Fuck Your Speakers
(feat. Quan'ta & Trippie Redd) (prod. Elf)",Track 7 on Leonardo Di’Trappio.,4:07,"Dec 20, 2017",Feature,Yes,https://open.spotify.com/track/7CS7b5AvsYRZ9MU1pOmnKZ?si=ce1a8e00b9dc4948
TR666+!$ 1400/800,"Chris King - 1400 SNOTTY NOSE
(feat. Trippie Redd) (prod. MoniBeatz)",Track 15 on Leonardo Di’Trappio.,3:11,"Dec 20, 2017",Feature,Yes,https://open.spotify.com/track/6THo3eEKzDjQZxbsSTVAzq?si=5fcfbfa08b4d47e3
TR666+!$ 1400/800,"TR666 [V1]
(feat. Swae Lee) (prod. Scott Storch)
(Lead The Youth / 3rd Eye Visions)",Released on Trippie's SoundCloud,2:31,"Dec 25, 2017",Other,No,https://soundcloud.com/trippie-hippie-2/tr666?utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing
TR666+!$ 1400/800,"Maxo Kream - Capeesh
(feat. Trippie Redd) (prod. Tommy Kruise)",Track 3 on Punken.,3:36,"Jan 12, 2018",Feature,Yes,https://open.spotify.com/track/6wsjjvAT8XNRIMa9ZXHYTZ?si=fdbea863cf554c6b
TR666+!$ 1400/800,"Kris Wu - 18
(feat. Trippie Redd, Joji, Rich Brian, & Baauer) (prod. Rich Brian, Joji & Baauer)",Janurary 2018 feature.,3:11,"Jan 16, 2018",Feature,Yes,https://open.spotify.com/track/3wrPaT9MQxCG1LQmNvNRed?si=b787edbbde7d4cf4
TR666+!$ 1400/800,"Kris Wu - 18 [Music Video]
(feat. Trippie Redd, Joji, Rich Brian, & Baauer) (prod. Rich Brian, Joji & Baauer)","Released on the Complex YouTube channel, directed by BRTHR.",4:13,"Jan 18, 2018",Other,No,https://www.youtube.com/watch?v=bSSFwCoaX4Y
TR666+!$ 1400/800,"Hoodybaby - Lifestyle
(feat. Trippie Redd) (prod. Danny Wolf)",Janurary 2018 feature.,4:13,"Jan 26, 2018",Feature,Yes,https://open.spotify.com/track/31yhd4o6ZTrUcyYVuuDyMH?si=7ffacea6a98d4761
TR666+!$ 1400/800,"Hellboy [Music Video]
(prod. Apollo 7VEN & Onassis)","Official music video for track 8 on A Love Letter To You 2, released on the 88rising channel, directed and edited by mamesjao.",3:15,"Jan 29, 2018",Other,No,https://www.youtube.com/watch?v=Y3BcfWvhPbA
TR666+!$ 1400/800,"In Too Deep [Music Video]
(prod. Goose the Guru & Paris The Producer)","Official music video for track 8 on A Love Letter To You 2, directed by Matthew Keane, produced by ADiTL Productions, edited by FrussoHD.
Warning: The video has the potential to induce seizures for people with photosensitive epilepsy.",3:47,"Feb 18, 2018",Other,No,https://www.youtube.com/watch?v=c3H4vUP7YUU
TR666+!$ 1400/800,"Dark Knight Dummo [Music Video]
(feat. Travis Scott) (prod. Honorable C.N.O.T.E.)","Official music video for track 9 on LIFE'S A TRIP, directed by White Trash Tyler.",4:16,"Feb 20, 2018",Other,No,https://www.youtube.com/watch?v=wrvN87l3s08
TR666+!$ 1400/800,"Dead Dogs
(feat. Famous Dex) (prod. 12Hunna)",Febuary 2018 song released on SoundCloud.,3:03,"Feb 20, 2018",Other,No,https://soundcloud.com/wavedontdie/trippie-redd-dead-dogs-feat-famous-dex?utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing
TR666+!$ 1400/800,"UKA UKA
(prod. OZ)",Track 10 on LIFE'S A TRIP. The second single of the project.,2:44,"Feb 19, 2018",Single,Yes,https://open.spotify.com/track/0ZvmYnvf4OvqXcs8pOZn2e?si=101239ec67724559
TR666+!$ 1400/800,"Lil Yachty - 66
(feat. Trippie Redd) (prod. DY Krazy & Steve Lean)",Track 17 on Lil Boat 2.,2:33,"Mar 9, 2018",Feature,Yes,https://open.spotify.com/track/6tarvNiKnEjYMj1VZhlDqR?si=972b2ada38694a25
TR666+!$ 1400/800,"TTO K.T. - Yeah X3
(feat. Trippie Redd) (prod. Elliott Trent)",Track 4 on Vibes.,4:17,"Mar 14, 2018",Feature,Yes,https://open.spotify.com/track/6nrM52PU3l8yKbXDZzCwcS?si=004bb51b3ee6454d
TR666+!$ 1400/800,"Rich The Kid - Early Morning Trappin [Music Video]
(feat. Trippie Redd) (prod. Vaiyeh & T-Minus)","Official music video for track 11 on The World Is Yours, directed by John Rawlins.",3:23,"Mar 16, 2018",Other,No,https://www.youtube.com/watch?v=ZdcWu6PZZo0
TR666+!$ 1400/800,"Alison Wonderland - High [Music Video]
(feat. Trippie Redd) (prod. Vaiyeh & T-Minus)","Official music video for track 5 on Awake, animations done by Jayme Lemperle & Evan Red Borja, shot and edited by Jeffery Zoss.",3:23,"Mar 20, 2018",Other,No,https://www.youtube.com/watch?v=I6KF0PwjSjM
TR666+!$ 1400/800,"Chris King - BOOL
(feat. Trippie Redd, Mozzy, YG, Traphouse Ryan) (prod. TraphouseRyan)",March 2018 feature.,3:52,"Mar 22, 2018",Feature,Yes,https://open.spotify.com/track/0zbMeNdxPakcl04WKZ3ObT?si=a08c7c5e85604b45
TR666+!$ 1400/800,"A1Billionaire - Rookie of the Year [Music Video]
(feat. Trippie Redd) (prod. CakeBoy Bally)","Official music video for track 7 on Saturday The 14th, released on the No Jumper YouTube channel, shot by Fuckaustyn and Christophe.",3:25,"Mar 23, 2018",Other,No,https://www.youtube.com/watch?v=wzUGYplHl_Q
TR666+!$ 1400/800,"A1Billionaire - Rookie of the Year
(feat. Trippie Redd) (prod. CakeBoy Bally)",Track 7 on Saturday The 14th.,3:04,"Mar 23, 2018",Feature,Yes,https://open.spotify.com/track/3aNs2fA1W7zDvzaL0PLRLM?si=fe3d0db820e14dfa
TR666+!$ 1400/800,"Diplo - Wish
(feat. Trippie Redd) (prod. Boaz van de Beatz, Wyatt Sanders & Diplo)",Track 4 on California.,2:55,"Mar 23, 2018",Feature,Yes,https://open.spotify.com/track/7lxOjQyVsHQ8toQeT7IgCc?si=c8166ce1d3144d1a
TR666+!$ 1400/800,"Who Run It Remix :]
(feat. Lil Yachty) (prod. Juicy J & DJ Paul)",Released on Trippie's SoundCloud,3:36,"Apr 4, 2018",Other,No,https://soundcloud.com/trippie-hippie-2/trippie-redd-lil-yachty-who-run-it-remix?utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing
TR666+!$ 1400/800,"Sunny 2point0 - Man Down
(feat. Trippie Redd) (prod. 888)",May 2018 feature.,2:09,"Apr 5, 2018",Feature,Yes,https://open.spotify.com/track/4oC8gK1I6JEQ2T7dyQ5ujv?si=8df4f8fd87b24ab3
TR666+!$ 1400/800,"Alison Wonderland - High
(feat. Trippie Redd) (prod. Naderi & Alison Wonderland)",Track 5 on Awake.,2:54,"Apr 6, 2018",Feature,Yes,https://open.spotify.com/track/5qdPqyF6mc5rJBmQW5ppgA?si=26ea3d4e72624ceb
TR666+!$ 1400/800,"Lil Twist - Fires & Desires
(feat. Trippie Redd & Lil Wayne) (prod. Quin With The Keyz)",The song was intended for Lil Twist’s Young Carter 2 project then Trippie hinted the track would allegedly appear on Dedication 6: Reloaded.,2:42,"Apr 13, 2018",Feature,No,https://soundcloud.com/liltwist/fires-desires-lil-twist-trippie-redd-lil-wayne
TR666+!$ 1400/800,"Deadman's Wonderland [Music Video]
(feat. Antionia) (prod. Goose the Guru)","Official music video for track 4 on A Love Letter To You 2, directed by Matt Keane.",6:32,"Apr 18, 2018",Other,No,https://www.youtube.com/watch?v=Xv2nPTJdXnQ
TR666+!$ 1400/800,"Diplo - Wish [Music Video]
(feat. Trippie Redd) (prod. Boaz van de Beatz, Wyatt Sanders & Diplo)","Official music video for track 4 on California, produced by Michael P Blevins and shot by Dennis Sengthong.",2:58,"Apr 25, 2018",Other,No,https://www.youtube.com/watch?v=efxiDBygvdg
TR666+!$ 1400/800,"Paris Shadow - GONE
(feat. Trippie Redd) (prod. Jo L’Z, KC Supreme, Travis Mills & Taz Taylor)",Track 3 on ONE NIGHT IN PARIS.,3:10,"Apr 25, 2018",Feature,Yes,https://open.spotify.com/track/2J84DvAAI8ph5DYojk3HPt?si=3a9cc839b0e0493a
TR666+!$ 1400/800,"Julia Michaels - Jump
(feat. Trippie Redd) (prod. Nick Monson)",Track 29 on Summer Feelin.,3:27,"May 4, 2018",Feature,Yes,https://open.spotify.com/track/2OvV4NjEBRE9v8Oo7QeUCq?si=c77e11dbf0cb48fd
TR666+!$ 1400/800,"I Kill People!
(feat. Chief Keef & Tadoe) (prod. Dez Wright & OZ)",June 2018 song released on SoundCloud.,2:41,"Jun 2, 2018",Other,No,https://soundcloud.com/trippie-hippie-2/i-kill-people?utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing
TR666+!$ 1400/800,"Julia Michaels - Jump [Music Video]
(feat. Trippie Redd) (prod. Nick Monson)",Official music video for track 29 on Summer Feelin.,3:35,"Jun 8, 2018",Other,No,https://www.youtube.com/watch?v=Bkhpiwvvf8k
TR666+!$ 1400/800,"Crash
(feat. Smokepurpp) (prod. Lusi)",Released on 808-H's Soundcloud.,2:10,"Jun 13, 2018",Other,No,https://soundcloud.com/itsnotharold/808-h-presents-trippie-redd-smokepurpp-crash
TR666+!$ 1400/800,"GHOST BUSTERS
(feat. XXXTENTACION, Quavo, & Ski Mask The Slump God) (prod. Honorable C.N.O.T.E.)",June 2018 song released on SoundCloud.,4:09,"Jun 21, 2018",Other,No,https://soundcloud.com/trippie-hippie-2/ghostbusters?utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing
TR666+!$ 1400/800,"How You Feel
(prod. Preme, Pro Logic & Austin Powerz)","Track 8 on LIFE'S A TRIP. Originally released alongside the song ""Me Likey""",4:34,"Jun 21, 2018",Single,Yes,https://open.spotify.com/track/2vYnRl38IfvoGxCdNwwRPV?si=7cdf0fe7176f4929
TR666+!$ 1400/800,"Me Likey
(prod. Austin Powerz, Sevn Thomas & OZ)",Released alongside with How You Feel.,2:41,"Jun 22, 2018",Other,Yes,https://open.spotify.com/track/37jZYQS8JGJGacgO5bKAYa?si=46884e7a89aa4e29
TR666+!$ 1400/800,"UnoTheActivist - Left Alone In The Dark
(feat. Trippie Redd) (prod. 12Hunna)","Was released on UnoTheActivist's SoundCloud then removed off of streaming, reason is unknown but it’s most likely due to sample clearance issues the instrumental samples Clouds by Gigi Masin.",3:58,"Jun 23, 2018",Feature,No,https://soundcloud.com/3400talibann/uno-leftalone-in-the-dark?utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing
TR666+!$ 1400/800,"Third World Don - Third World Don
(feat. Trippie Redd) (prod. Drush & Cohen Yusha)
(Fuck That Bitch)",Released on Third World Don's SoundCloud.,4:26,"Jun 29, 2018",Feature,No,https://soundcloud.com/thirdworlddon/fck-dat-btch-feat-trippie-redd
TR666+!$ 1400/800,"Thy Pharmacy - Rockstar Lifestyle
(feat. Trippie Redd, Lil Wop, PB TROPP & Goldie14)","Track 2 on New Plug, Vol.1 Rx",3:55,"Jun 30, 2018",Feature,Yes,https://open.spotify.com/track/3eAbuRnPf9oj0q89nOZu0r?si=a4355b292acc4069
TR666+!$ 1400/800,"Flexinfab - Outta Ya Mind
(feat. Trippie Redd) (prod. Fuego)","Track 4 on Gutter Boy. Shares the same insturmental and verse as ""Gotta Be Crazy"" by Lil Twist & Jazz Lazer.",2:34,"Jul 13, 2018",Feature,Yes,https://open.spotify.com/track/447Sl17q7OxWMuZR35fiR5?si=3edaedcebeea43e6
TR666+!$ 1400/800,"Like That
(feat. Lil Durk & A Boogie wit da Hoodie) (prod. Austin Powerz, Sevn Thomas & OZ)
Me Likey (Remix)",Released on Uprise's Youtube channel,4:21,"Jul 19, 2018",Other,No,https://www.youtube.com/watch?v=akUc69tvd44
TR666+!$ 1400/800,"Kodie Shane - Love & Drugz II
(feat. Trippie Redd) (prod. Reske & OZ)",Track 2 on Young HeartThrob.,3:08,"Jul 20, 2018",Feature,Yes,https://open.spotify.com/track/7jpXUW6kpjAxUhcnobO8IW?si=c30c66870cd140b8
TR666+!$ 1400/800,"BrentRambo - Slow Down
(feat. Trippie Redd, Rocket Da Goon & Warhol.SS) (prod. BrentRambo)",The song was first released on BrentRambo's Soundcloud and is available on BrentRambo's old Spotify account.,3:38,"Jul 21, 2018",Feature,Yes,https://open.spotify.com/track/3Rrq3iPFiUera6ef2gbPU9?si=fda36bdcba3c4f80
TR666+!$ 1400/800,"Black Magic
(prod. Ricky P)",Track 1 on TR666+!$ 1400/800.,3:11,"Jul 25, 2018",Album Track,No,https://soundcloud.com/trippie-hippie-2/black-magic?in=trippie-hippie-2/sets/tr666&utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing
TR666+!$ 1400/800,"BILAP
(feat. Chief Keef) (prod. Chopsquad DJ)
(Bust It Like A Pistol)",Track 2 on TR666+!$ 1400/800. This song is not avaliable on his offical soundcloud.,5:20,"Jul 25, 2018",Album Track,No,https://www.youtube.com/watch?v=Q3RjRlHjBtU
"9 Album Track(s)
2 Single(s)
0 Feature(s)
2 Music Video(s)
0 Other",LIFE'S A TRIP,"(Jul 25, 2018) (TR666+!$ 1400/800 is released)
(Aug 10, 2018) (LIFE'S A TRIP is released)",,,Other,,
LIFE'S A TRIP,"Taking A Walk [Music Video]
(prod. Avedon & Scott Storch)","Official music video for track 2 on LIFE'S A TRIP, directed by samieedotcom‬.",2:01,2018,Other,No,https://www.youtube.com/watch?v=1Lfcvi0Zo74
