Era,Name,Notes,Length,Release Date,Type,Streaming,Link(s)
Pegasus,"Too Fly
(prod. Hammad Beats, Mario Petersen, LNKmusic, Rance, Khirye Tyler & Q Gulledge)",Track 17 on Pegasus.,3:04,"Oct 30, 2020",Album Track,Yes,https://open.spotify.com/track/6AKGKYHRX6xXldGRwVi2jY?si=39a72ac59c8646db
Pegasus,"Red Beam
(feat. Sean Kingston) (prod. OZ, Nik D, Deats, Rance, Khirye Tyler & Q Gulledge)",Track 18 on Pegasus.,2:07,"Oct 30, 2020",Album Track,Yes,https://open.spotify.com/track/0rLzU8Ix6WcXZJdlAKIH2r?si=18d8a3924e5e4fc5
Pegasus,"Oomps Revenge, Pt. 2
(prod. Hammad Beats & Oscar Zulu)",Track 19 on Pegasus.,1:57,"Oct 30, 2020",Album Track,Yes,https://open.spotify.com/track/5z5zhwoUg6rAzYVWBXU4WD?si=0fc0c7860b1640fd
Pegasus,"Take One
(prod. Nick Mira, Rance, Khirye Tyler & Q Gulledge)",Track 20 on Pegasus.,2:01,"Oct 30, 2020",Album Track,Yes,https://open.spotify.com/track/6AiHWdkpcPqD0OgEKZ7A7Q?si=c024ba1d7ea6406e
Pegasus,"Kid That Didd
(feat. Future & Doe Boy) (prod. CBMIX, Chopsquad DJ & Rance)",Track 22 on Pegasus.,3:37,"Oct 30, 2020",Album Track,Yes,https://open.spotify.com/track/4zwSuVPORpri4LYy50J3J7?si=5a89177add4d49fa
Pegasus,"Don
(prod. Chopsquad DJ)",Track 23 on Pegasus.,2:24,"Oct 30, 2020",Album Track,Yes,https://open.spotify.com/track/6G0G5eBY9fGs0wwEc8SMrI?si=528ea1957f33424c
Pegasus,"Hell Rain
(feat. Lil Wayne & HoodyBaby) (prod. Cardiak, Rance & Q Gulledge)",Track 24 on Pegasus. This version of the song features subtle rain effects to fit the atmosphere and a different mix compared to the 2017 version.,3:47,"Oct 30, 2020",Album Track,Yes,https://open.spotify.com/track/0v1Yl7SQSy20mj99eXQNqp?si=c9801ab2a20c42aa
Pegasus,"TR666 [V2]
(feat. Swae Lee) (prod. Scott Storch, Avedon, Rance & Khirye Tyler)","Track 25 on Pegasus. This version of the song features a bible verse intro from Trippie's mom, Tonya White.",3:00,"Oct 30, 2020",Album Track,Yes,https://open.spotify.com/track/5KNBmC1FcJAiqnFUBhY449?si=5cb425b50923456c
Pegasus,"Sun God
(feat. Myiah Lynnae) (prod. Angel López, Rance, Khirye Tyler, Q Gulledge & Igor Mamet)",Track 26 on Pegasus.,3:12,"Oct 30, 2020",Album Track,Yes,https://open.spotify.com/track/2aQoor0nXmCiHI8DFpeGzI?si=2b940f99c6c948be
Pegasus,"Where You Goin'
(prod. David Morse & KC Supreme)",Track 27 on Pegasus. The final bonus track only from the Target-exclusive CD version of Pegasus.,1:45,"Oct 30, 2020",Album Track,No,https://www.youtube.com/watch?v=gnriqXaWAts
Pegasus,"Lightning
(prod. Igor Mamet, Trippie Redd & Nadddot)",Track 28 on Pegasus. The first bonus track only from the Target-exclusive CD version of Pegasus.,2:41,"Oct 30, 2020",Album Track,No,https://www.youtube.com/watch?v=krBxmPdOp5M&pp=ygUWbGlnaHRuaW5nIHRyaXBwaWUgcmVkZA%3D%3D
Pegasus,"Love Scars 4 [Music Video]
(prod. Hammad Beats, Oscar Zulu, Rance, Khirye Tyler & Q Gulledge)","Official music video for track 3 on Pegasus, directed by Aidan Cullen.",2:45,"Oct 30, 2020",Other,No,https://www.youtube.com/watch?v=S1qouvwANi4
Pegasus,"Stalley - Multimillion Dollar Man
(feat. Trippie Redd) (prod. Kd33)",Track 5 on Cake.,2:49,"Oct 30, 2020",Feature,Yes,https://open.spotify.com/track/4X4bJYIoFqtU44Lk341LEJ?si=9fd4a203f1ce4bcd
Pegasus,"Stalley - Multimillion Dollar Man [Music Video]
(feat. Trippie Redd) (prod. Kd33)","Official music video for track 5 on Cake, directed by Frankie Fire.",2:49,"Oct 30, 2020",Other,No,https://www.youtube.com/watch?v=I93ppmH0xK8
"13 Album Track(s)
0 Single(s)
25 Feature(s)
11 Music Video(s)
1 Other","Pegasus: Neon Shark vs Pegasus
(Pegasus Deluxe)","(Oct 30, 2020) (Pegasus is released)
(Feb 19, 2021) (Neon Shark vs Pegasus is released)",,,Other,,
Pegasus: Neon Shark vs Pegasus,"Hotboy414 - Dead Man Walking [V1]
(feat. Trippie Redd) (prod. Nuri)","Track 5 on Welcome 2 My World. The song on Spotify is named ""Trippie Redd"" for some unknown reason but on YouTube it is called ""Dead Man Walkin"" but the song is cut. The track length is ACTUALLY 2:26, but it's uploaded at 3:26 because it contains a whole minute of silence.",3:26,"Oct 31, 2020",Feature,Yes,https://open.spotify.com/track/2OhbPmlvB7bfB2fvu28AOO?si=3d1489b8a07b4aaa
Pegasus: Neon Shark vs Pegasus,"Hotboy414 - Dead Man Walking [V2]
(feat. Trippie Redd) (prod. Nuri)","The cut version of ""Dead Man Walkin"" only available on YouTube.",2:15,"Nov 4, 2020",Other,No,https://www.youtube.com/watch?v=LqfVaoWZ1xw
Pegasus: Neon Shark vs Pegasus,"Doe Boy & Southside - Yesterday [Music Video]
(feat. Trippie Redd) (prod. DJ Moon, CuBeatz & Southside)",Official music video for track 17 on Demons R Us.,2:40,"Nov 6, 2020",Other,No,https://www.youtube.com/watch?v=2hXmXtPI19Q
Pegasus: Neon Shark vs Pegasus,"D. Savage - IDC [Music Video]
(feat. Trippie Redd) (prod. Chopsquad DJ)",Official music video for track 15 on BPL.,2:13,"Nov 6, 2020",Other,No,https://www.youtube.com/watch?v=EOxxYI2jtY8
Pegasus: Neon Shark vs Pegasus,"D. Savage - IDC
(feat. Trippie Redd) (prod. Chopsquad DJ)",Track 15 on BPL.,2:13,"Nov 6, 2020",Feature,Yes,https://open.spotify.com/track/6HApb3dx0i95Qj8SEgXCAt?si=314c426edbb7447c
Pegasus: Neon Shark vs Pegasus,"Doe Boy & Southside - Yesterday
(feat. Trippie Redd) (prod. DJ Moon, CuBeatz & Southside)",Track 17 on Demons R Us.,2:43,"Nov 6, 2020",Feature,Yes,https://open.spotify.com/track/0qQZ4lxmzitLd6w5WQXrKE?si=7a454326ed554e3d
Pegasus: Neon Shark vs Pegasus,"Weeeeee [Music Video]
(prod. Loaded, Rance, Khirye Tyler, Q Gulledge & Igor Mamet)","Official music video for track 9 on Pegasus, directed by Aidan Cullen.",2:32,"Nov 13, 2020",Other,No,https://www.youtube.com/watch?v=8TxW29wryYM
Pegasus: Neon Shark vs Pegasus,"Rauw Alejandro - Un Sueño
(feat. Trippie Redd) (prod. Mr. Naisgai & Yampi)",Track 7 on Afrodisíaco.,3:42,"Nov 13, 2020",Feature,Yes,https://open.spotify.com/track/2Em9XZZw8yEgxjojjGxntN?si=091ce8ee2d7440b6
Pegasus: Neon Shark vs Pegasus,"Chris King - A Kouple More Bars
(feat. Trippie Redd) (prod. P. Soul)
(Can You Rap Like Me Pt. 3)",Track 10 on BLE$$ YOU.,1:36,"Nov 16, 2020",Feature,Yes,https://open.spotify.com/track/32SV9dGcGjlK5DDYAEqWYx?si=fac2f943a91e46f9
Pegasus: Neon Shark vs Pegasus,"PoppyH - Séance
(feat. Trippie Redd) (prod. Richie Louie)",Track 2 on Taxin,2:19,"Nov 18, 2020",Feature,Yes,https://open.spotify.com/intl-fr/track/3nK15hecv0212FdcEkR62o?si=5c6b0ed098af4de6
Pegasus: Neon Shark vs Pegasus,"Luh Kel - Feen [Music Video]
(feat. Trippie Redd) (prod. Scott Storch & IllaDaProducer)","Official music video for track 15 on L.O.V.E. (Deluxe), directed by Matt Zolly, executive produced by Adam Ben & JonnyShipes.",3:23,"Nov 20, 2020",Other,No,https://www.youtube.com/watch?v=iAAhE27-gv4
Pegasus: Neon Shark vs Pegasus,"Luh Kel - Feen
(feat. Trippie Redd) (prod. Scott Storch & IllaDaProducer)",Track 15 on L.O.V.E. (Deluxe).,2:59,"Nov 20, 2020",Feature,Yes,https://open.spotify.com/track/2qTcJF53V5rsJd82CVFadL?si=1100d1f4027d46fe
Pegasus: Neon Shark vs Pegasus,"Mikey Polo - Baguette Spaghetti [Music Video]
(feat. Trippie Redd) (prod. LouBeats)","Official music video for track 10 on Emo World, directed by LOUIEKNOWS.",1:53,"Dec 4, 2020",Other,No,https://www.youtube.com/watch?v=FfCT-NrexQo
Pegasus: Neon Shark vs Pegasus,"Mikey Polo - Baguette Spaghetti
(feat. Trippie Redd) (prod. LouBeats)",Track 10 on Emo World.,2:03,"Dec 4, 2020",Feature,Yes,https://open.spotify.com/track/2fw1OTFFgu6i5jjdyJBua2?si=0c2ea0f1d58b4cec
Pegasus: Neon Shark vs Pegasus,"Rico Nasty - Loser
(feat. Trippie Redd) (prod. Nick Seeley & Brandon Finessin)",Track 9 on Nightmare Vacation.,2:25,"Dec 4, 2020",Feature,Yes,https://open.spotify.com/track/7CCOkwimz68cN8QLCes6SU?si=88572bfa5de84b1e
Pegasus: Neon Shark vs Pegasus,"Too Fly [Music Video]
(prod. Hammad Beats, Mario Petersen, LNKmusic, Rance, Khirye Tyler & Q Gulledge)","Official music video for track 17 on Pegasus, directed by Aidan Cullen.",3:20,"Dec 8, 2020",Other,No,https://www.youtube.com/watch?v=-xQKDW5pITg
Pegasus: Neon Shark vs Pegasus,"Chris King - GOD OF WAR
(feat. Trippie Redd) (prod. Igor Mamet, Trippie Redd & Nadddot)",Track 3 on BLE$$ YOU.,3:06,"Dec 11, 2020",Feature,Yes,https://open.spotify.com/track/6kRRpQfNpjHaGKlFBEWtjO?si=61f4e18a24474a02
Pegasus: Neon Shark vs Pegasus,"Kid Cudi - Rockstar Knights
(feat. Trippie Redd) (prod. Kid Cudi, Jenius Level, WondaGurl, MIKE DEAN, Dot Da Genius & Take a Daytrip)","Track 16 on Man On The Moon III: The Chosen.

Kid Cudi via Apple Music: ""Trippie came in and I played him a few records and he kind of like got the tone, knew the importance of it being Man on the Moon and he went in there and hit it out the park. It was perfect. Perfect subject matter and he just rode the beat in an epic way.""",3:46,"Dec 11, 2020",Feature,Yes,https://open.spotify.com/track/4J9SI7do4KOEsCexqEbjmR?si=f50d33e4879c4f5f
Pegasus: Neon Shark vs Pegasus,"K Suave - Trippple H
(feat. Trippie Redd & D. Savage) (prod. Nadddot)",Track 9 on Thot Slayer 2.,3:46,"Dec 16, 2020",Feature,Yes,https://open.spotify.com/track/1ydS1YSLGA9ESh7GROrnWR?si=6e4c3b8e29ed44f9
Pegasus: Neon Shark vs Pegasus,"K Suave - 3am
(feat. Trippie Redd)",Track 20 on Thot Slayer 2.,3:20,"Dec 16, 2020",Feature,Yes,https://open.spotify.com/track/1tctnSBS9abzRctLlltEr6?si=b8cf873cdbbe4e48
Pegasus: Neon Shark vs Pegasus,"K Suave - Entanglement
(feat. Trippie Redd & Xavier Wulf)",Track 23 on Thot Slayer 2.,3:03,"Dec 16, 2020",Feature,Yes,https://open.spotify.com/track/21Q6RTubNJi9la9zqAXIIQ?si=c5da6f3eab23412b
Pegasus: Neon Shark vs Pegasus,"Dayytona Fox - CHEETAHHH!!
(feat. Trippie Redd) (prod. TheRealAGE Beats & Blvck Vmish)",Track 5 on TheBeyonder&Friends.,3:46,"Dec 18, 2020",Feature,Yes,https://open.spotify.com/track/0xELRz3ARMUSbrusS1QxjZ?si=z4FmW1e0SpuH7htwI6fc-Q
Pegasus: Neon Shark vs Pegasus,"Dax - i don't want another sorry
(feat. Trippie Redd) (prod. SephGotTheWaves, Stillsanexile & Trademark)",Decemeber 2020 feature.,3:13,"Dec 29, 2020",Feature,Yes,https://open.spotify.com/track/1AZkaqWjrlH9TjF2HQE4ZS?si=535200eea9eb4d5c
Pegasus: Neon Shark vs Pegasus,"Dax - i don't want another sorry [Music Video]
(feat. Trippie Redd) (prod. SephGotTheWaves, Stillsanexile & Trademark)","Released on YouTube via Dax, directed by Logan Meis.",3:42,"Dec 29, 2020",Other,No,https://www.youtube.com/watch?v=4JI70_9acgE
Pegasus: Neon Shark vs Pegasus,"mgk - all I know [Music Video]
(feat. Trippie Redd) (prod. Omer Fedi & Travis Barker)","Official music video for track 6 on Tickets To My Downfall, part of the romantic musical 'Downfalls High.' This verison of the song has a Trippie solo after his verse.",2:19,"Jan 16, 2021",Other,No,https://www.youtube.com/watch?v=b32Sr5UR1R8
Pegasus: Neon Shark vs Pegasus,"K Suave - You & Me
(feat. Trippie Redd) (prod. Pi’erre Bourne)",Track 11 on Thot Slayer 2 (Deluxe).,2:36,"Jan 16, 2021",Feature,No,https://soundcloud.com/user-135533652/k-suave-ft-trippie-redd-you-me
Pegasus: Neon Shark vs Pegasus,"K Suave - You Know It
(feat. Trippie Redd) (prod. Loesoe)",Track 15 on Thot Slayer 2 (Deluxe).,3:57,"Jan 16, 2021",Feature,Yes,https://open.spotify.com/track/2WZvxDZLlJBqzaCDUI1LyD?si=944b09e8c00f4d84
Pegasus: Neon Shark vs Pegasus,"K Suave - Stay Far
(feat. Trippie Redd & Poundside Pop) (prod. IamTash & BlackMayo)",Track 20 on Thot Slayer 2 (Deluxe).,2:30,"Jan 16, 2021",Feature,Yes,https://open.spotify.com/track/06tIN1cYXdQ3vNMFbbTLBc?si=c5ad3fbed1b8493c
Pegasus: Neon Shark vs Pegasus,"Mikey Polo - Superpowers
(feat. Trippie Redd) (prod. LouBeats)",Track 2 on Emo World.,2:03,"Jan 22, 2021",Feature,Yes,https://open.spotify.com/track/3QtYhhiGuH7T0Lmi4QV0Jg?si=2d945977841943fa
Pegasus: Neon Shark vs Pegasus,"Peso Peso - Brad Pitt
(feat. Trippie Redd) (prod. Pi’erre Bourne)",February 2021 feature.,2:10,"Feb 5, 2021",Feature,Yes,https://open.spotify.com/track/3FEan9ciNKlrBqhE8UZ8pf?si=f9066454b8da4fbd
Pegasus: Neon Shark vs Pegasus,"Internet Money - Blastoff [Music Video]
(feat. Trippie Redd, Diplo, & Juice WRLD) (prod. Taz Taylor, Pharaoh Vice, Repko, Nick Mira, KC Supreme, Aryay & Diplo)","Official music video for track 2 on B4 The Storm, animated by KDC Vision.
The Music Video Was Put-Together Posthumously.",2:49,"Feb 5, 2021",Other,No,https://www.youtube.com/watch?v=omGrk9CdjfQ
Pegasus: Neon Shark vs Pegasus,"Shordie Shordie - LOVE
(feat. Trippie Redd & Murda Beatz) (prod. WizzleGotBeats & Murda Beatz)",Track 7 on Memory Lane,3:00,"Feb 5, 2021",Feature,Yes,https://open.spotify.com/track/19FE7YCq8xxijzQNqFnGAd
Pegasus: Neon Shark vs Pegasus,"Sauce Twinz - Splash [Music Video]
(feat. Trippie Redd) (prod. LouBeats)","Track 8 on God Of Texas, released on YouTube via WORLDSTARHIPHOP.",3:42,"Feb 11, 2021",Other,No,https://www.youtube.com/watch?v=ZugoP5VtRa0
Pegasus: Neon Shark vs Pegasus,"Sauce Twinz - Splash
(feat. Trippie Redd) (prod. LouBeats)",Track 8 on God Of Texas.,2:03,"Feb 11, 2021",Feature,Yes,https://open.spotify.com/track/3QtYhhiGuH7T0Lmi4QV0Jg?si=48bc4d89505b44bf
Pegasus: Neon Shark vs Pegasus,"Lil Gnar - Missiles [Music Video]
(feat. Trippie Redd) (prod. Diego Ave & Bankroll Got It)","Official music video for track 6 on DIE BOUT IT, directed and edited by HiGHDEAS, produced by Jeremy Elanaya.",2:46,"Feb 12, 2021",Other,No,https://www.youtube.com/watch?v=g41Ddg8blUg
Pegasus: Neon Shark vs Pegasus,"Lil Gnar - Missiles
(feat. Trippie Redd) (prod. Diego Ave & Bankroll Got It)",Track 6 on DIE BOUT IT.,3:20,"Feb 12, 2021",Feature,Yes,https://open.spotify.com/track/3hskQs1TPzr2tqhcIacGf7?si=dd5db940a2f94942
Pegasus: Neon Shark vs Pegasus,"Chief $upreme - Myself
(feat. Trippie Redd) (prod. Almari)",February 2021 feature.,3:12,"Feb 19, 2021",Feature,Yes,https://open.spotify.com/track/49lBCIa1XwwrFMNiRy6t4p?si=AxuR_KXsSM6clRq7rt3_HQ
Pegasus: Neon Shark vs Pegasus,"PILL BREAKER
(feat. Travis Barker, mgk, & blackbear) (prod. Travis Barker)",Track 1 on Neon Shark vs Pegasus.,2:57,"Feb 19, 2021",Album Track,Yes,https://open.spotify.com/track/0zjLX4HQdA6f8RBVUPrSQV?si=32f9c040a7514374
Pegasus: Neon Shark vs Pegasus,"WITHOUT YOU
(feat. Travis Barker) (prod. Dark Waves & Travis Barker)",Track 2 on Neon Shark vs Pegasus.,3:09,"Feb 19, 2021",Album Track,Yes,https://open.spotify.com/track/0gn1ek3eBxoSzp5lJCtAk0?si=de0af4149d52490c
Pegasus: Neon Shark vs Pegasus,"SWIMMING
(feat. Travis Barker) (prod. Travis Barker)",Track 3 on Neon Shark vs Pegasus.,2:15,"Feb 19, 2021",Album Track,Yes,https://open.spotify.com/track/40ITh6Z09p0c7bwmEjIzRf?si=a998a118898a4872
Pegasus: Neon Shark vs Pegasus,"FEMALE SHARK
(feat. Travis Barker) (prod. Travis Barker)",Track 4 on Neon Shark vs Pegasus.,2:43,"Feb 19, 2021",Album Track,Yes,https://open.spotify.com/track/1A9Rx1xGthBIC5lEy2RZ35?si=905ba6ace23e488a
Pegasus: Neon Shark vs Pegasus,"GERONIMO
(feat. Travis Barker & Chino Moreno) (prod. Dark Waves & Travis Barker)",Track 5 on Neon Shark vs Pegasus.,2:59,"Feb 19, 2021",Album Track,Yes,https://open.spotify.com/track/0pCcASK1DhaSRylTPL7NzO?si=29e3f291cb1b4f5b
Pegasus: Neon Shark vs Pegasus,"SEA WORLD
(feat. Travis Barker) (prod. Travis Barker)",Track 6 on Neon Shark vs Pegasus.,2:36,"Feb 19, 2021",Album Track,Yes,https://open.spotify.com/track/0VwIkl2aEsCJhMAtqV0tfc?si=64b5a2a93d994d94
Pegasus: Neon Shark vs Pegasus,"RED SKY
(feat. Travis Barker & mgk) (prod. John Feldmann & Travis Barker)",Track 7 on Neon Shark vs Pegasus.,2:32,"Feb 19, 2021",Album Track,Yes,https://open.spotify.com/track/2o6xw31LFeAY2il34l0vpR?si=6a9538e9792243ca
Pegasus: Neon Shark vs Pegasus,"MEGLADON
(feat. Travis Barker) (prod. Travis Barker)",Track 8 on Neon Shark vs Pegasus.,3:14,"Feb 19, 2021",Album Track,Yes,https://open.spotify.com/track/3qAlnLaXFEVkipX2hNkNia?si=0be03d7248524482
Pegasus: Neon Shark vs Pegasus,"SAVE YOURSELF
(feat. Travis Barker) (prod. John Feldmann & Travis Barker)",Track 9 on Neon Shark vs Pegasus.,2:40,"Feb 19, 2021",Album Track,Yes,https://open.spotify.com/track/4zNSAljWnRB5MAkUOQSbiG?si=6f8eeecf6ff54163
Pegasus: Neon Shark vs Pegasus,"IT'S COMING
(feat. Travis Barker) (prod. Travis Barker)",Track 11 on Neon Shark vs Pegasus.,2:34,"Feb 19, 2021",Album Track,Yes,https://open.spotify.com/track/31sxa6oxLfObThALEEIpMh?si=dbb7995351c64920
Pegasus: Neon Shark vs Pegasus,"LEADERS
(feat. Travis Barker) (prod. Angel López, Pearl Lion, Federico Vindver & Travis Barker)",Track 12 on Neon Shark vs Pegasus.,2:40,"Feb 19, 2021",Album Track,Yes,https://open.spotify.com/track/1dvGWIbgf0qzfuPBzDQzpL?si=7ae0f672f2734cbc
Pegasus: Neon Shark vs Pegasus,"FROZEN OCEAN
(feat. Travis Barker) (prod. Travis Barker)",Track 13 on Neon Shark vs Pegasus.,3:24,"Feb 19, 2021",Album Track,Yes,https://open.spotify.com/track/0IzsJ89Y3QWHQVZUTxwHtY?si=f5bd13939ac54a4b
Pegasus: Neon Shark vs Pegasus,"DEAD DESERT
(feat. Travis Barker, Scarlxrd, & ZillaKami) (prod. Travis Barker)
(Drop Dead)",Track 14 on Neon Shark vs Pegasus.,2:41,"Feb 19, 2021",Album Track,Yes,https://open.spotify.com/track/4knVmNcmBbsSUwkXcuzk8a?si=9890e429a6fb4578
"16 Album Track(s)
2 Single(s)
13 Feature(s)
6 Music Video(s)
3 Other","Trip At Knight
(Life's a Trip At Knight)","(Feb 19, 2021) (Neon Shark vs Pegasus is released)
(August 19, 2021) (Trip At Knight is released)
(August 21, 2021) (Trip At Knight (Complete Edition) is released)",,,Other,,
Trip At Knight,"Boo Ca$h - Net Worth
(feat. Trippie Redd & Baby Goth)",February 2021 feature.,3:07,"Feb 25, 2021",Feature,No,https://soundcloud.com/realriquan/trippie-redd-x-boo-cah-x-coi-leray-net-worth
Trip At Knight,"Clay “Krucial” Perry III - Homies
(feat. Trippie Redd & BlocBoy JB) (prod. Maaly Raw)",Track 4 on If We Must Die.,3:07,"Mar 19, 2021",Feature,Yes,https://open.spotify.com/track/0xrfMgibZBMawzTd5d9rz5?si=a75831820cf44e91
Trip At Knight,"Sauce Walka - Outpack
(feat. Trippie Redd) (prod. FrauceGod)",Track 13 on Birdz Hunt Snakes.,3:00,"April 7, 2021",Feature,Yes,https://open.spotify.com/track/60GTrEAhrLWmXTIaEeCf5y
Trip At Knight,"So Logan - Honorable Flex
(feat. Trippie Redd & Chris King) (prod. The AP Factor)",April 2021 feature.,3:33,"April 9, 2021",Feature,Yes,https://open.spotify.com/track/5IemAZdBvIFMX5Kz78lD7J?si=8f98129ef37d40c4
Trip At Knight,"iann dior - shots in the dark
(feat. Trippie Redd) (prod. KBeaZy, Omer Fedi & MIKE DEAN)",Track 1 on Still Here.,3:08,"Apr 16, 2021",Feature,Yes,https://open.spotify.com/track/1OL6aitwd9cdeLwWsQlrkr?si=be91091ec50b4e62
Trip At Knight,"Super Cell, 4 Stars, Don't Let Up
(prod. WNDWS, Nadddot, PinkGrillz88 & ???)",The songs were altogether with a music video from Wavylord that is now blocked.,4:08,"Apr 16, 2021",Other,No,https://www.youtube.com/watch?v=oJwa_KrWdsI
Trip At Knight,"iann dior - shots in the dark [Music Video]
(feat. Trippie Redd) (prod. KBeaZy, Omer Fedi & MIKE DEAN)","Official music video for track 1 on Still Here, directed by Mooch & iann dior, executive produced by Nolan Riddle, cinematography by Cory Burmester, produced by No Crdntls & Alex Lange, VFX by Scissor Films, VFX producer being Ashlyn Desroches, H/MU & Prosthetics from Sasha Glasser.",4:49,"Apr 22, 2021",Other,No,https://www.youtube.com/watch?v=4ZMq4-T0DaQ
Trip At Knight,"Drop In
(prod. Trippie Redd & K.O.G.)","Fortnite and Trippie Redd cross roads to deliver a brand new track titled, “Drop In”, which first appeared as a video upload on Fortnite’s official Twitter and YouTube channels. It’s an exclusive, in-game release that can be listened to and even purchased with the use of v-bucks.",2:26,"May 6, 2021",Other,No,https://www.youtube.com/watch?v=TXjNT9p5VKw
Trip At Knight,"Miss The Rage
(feat. Playboi Carti) (prod. Loesoe)",Track 7 on Trip At Knight. The lead single for the project.,3:56,"May 7, 2021",Single,Yes,https://open.spotify.com/track/5n4FTCMefvyKUjeWumdaWv?si=71029d7ed0c7422f
Trip At Knight,"800BABY - Stick Talk
(feat. Trippie Redd & Hoodrich Pablo Juan) (prod. Bankroll Got It)",Released on 800BABY's SoundCloud then was taken down.,3:14,"May 10, 2021",Feature,No,https://soundcloud.com/cowboyfromhell-706049264/trippie-redd-guns-stick-talk?utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing
Trip At Knight,"Lil Skies - Ice Water
(feat. Trippie Redd) (prod. Based1)",Track 15 on Unbothered (Deluxe).,3:00,"May 14, 2021",Feature,Yes,https://open.spotify.com/track/2RTkEYOLYDQtjWFGNZtvpT?si=257392bd84fb4dab
Trip At Knight,"K Suave - Sexually Active [Music Video]
(feat. Trippie Redd) (prod. Gren808)","Official music video for track 11 on Sexually Active, directed by @chrislongfilms, @deniedapproval, @alexvarner, and @brightminds.ent.
Warning: The video has the potential to induce seizures for people with photosensitive epilepsy.",3:39,"May 21, 2021",Other,No,https://www.youtube.com/watch?v=2xmrO8_H4tY
Trip At Knight,"K Suave - Sexually Active
(feat. Trippie Redd) (prod. Gren808)",Track 11 on Sexually Active.,3:39,"May 21, 2021",Feature,Yes,https://open.spotify.com/track/00Zh0BOKUEJPWfCE3BK2RE?si=f12681dee6cb4f00
Trip At Knight,"Miss The Rage [Music Video]
(feat. Playboi Carti) (prod. Loesoe)","Official music video for track 7 on Trip At Knight, directed by Nick Walker, edited by Harley Astorga.",3:44,"May 27, 2021",Other,No,https://www.youtube.com/watch?v=2ow-9oyca40
Trip At Knight,"Offset - Hit Em Hard
(feat. Trippie Redd, Kevin Gates, Lil Durk, & King Von) (prod. ISM & Andrew Cedar)","Track 3 on F9: The Fast Saga (Original Motion Picture Soundtrack).
The Song Was Put-Together Posthumously.",2:43,"Jun 18, 2021",Feature,Yes,https://open.spotify.com/track/3ThpBDEInJVLxjWAkCkJXH?si=057f93dee18f48a7
Trip At Knight,"800BABY - Get Money
(feat. Trippie Redd) (prod. Nadddot)",Track 4 on Glory Baby.,2:51,"Jun 21, 2021",Feature,No,https://www.youtube.com/watch?v=5vYF-tMsORQ
Trip At Knight,"Slimesito - Ocean Flow
(feat. Trippie Redd) (prod. Honorable C.N.O.T.E. & M-80)
(Ocean Floor)",Track 4 on Rich Slime.,2:07,"Jul 13, 2021",Feature,No,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&cad=rja&uact=8&ved=2ahUKEwiln7iixL2GAxVn4ckDHd9BB5IQFnoECBsQAQ&url=https%3A%2F%2Fsoundcloud.com%2Fslimesito%2Focean-flow-ft-trippie-redd&usg=AOvVaw029o7WfJTdC95MDLJjm6JO&opi=89978449
Trip At Knight,"Holy Smokes
(feat. Lil Uzi Vert) (prod. flansie & ​sserotonin)",Track 5 on Trip At Knight. The second single for the project,3:01,"Jul 16, 2021",Single,Yes,https://open.spotify.com/track/6E1DcEzZ4ESfkrWL3bSFXJ?si=2d6a7a02970743c6
Trip At Knight,"Holy Smokes [Music Video]
(feat. Lil Uzi Vert) (prod. flansie & ​sserotonin)","Official music video for track 7 on Trip At Knight, directed by Nick Walker, edited by Harley Astorga.",4:00,"July 20, 2021",Other,No,https://www.youtube.com/watch?v=r-UrVJuO8Gk
Trip At Knight,"Fijimactinosh - Diamond Crosses
(feat. Trippie Redd & A1Billionaire) (prod. Nadddot)",Track 2 on Elements.,3:17,"Jul 23, 2021",Feature,Yes,https://open.spotify.com/track/3Vw0WYBq0hpCFIvje4QDYN?si=d3a59a8a12e2448e
Trip At Knight,"NUE - Take You There
(feat. Trippie Redd) (prod. ???)",Dropped on NUE's SoundCloud.,3:18,"Jul 31, 2021",Feature,No,https://soundcloud.com/user-477217654/take-you-there-ft-trippie-redd
Trip At Knight,"Molly Hearts
(prod. ​star boy, Outtatown & Loesoe)",Track 1 on Trip At Knight.,2:42,"Aug 19, 2021",Album Track,Yes,https://open.spotify.com/track/5vw3DReMzhvaeJNGJ1AHcr?si=8b55a91b74fc4351
Trip At Knight,"MP5
(feat. SoFaygo) (prod. ​star boy)",Track 2 on Trip At Knight.,2:40,"Aug 19, 2021",Album Track,Yes,https://open.spotify.com/track/0rHgfLe4RtMjcbarp088qE?si=64546d1b77484420
Trip At Knight,"Finish Line
(prod. Hammad Beats & RAFMADE)",Track 4 on Trip At Knight.,2:22,"Aug 19, 2021",Album Track,Yes,https://open.spotify.com/track/6sGtiEr9erP5tORfJkf0qp?si=b26522c23e674cc5
Trip At Knight,"Super Cell
(prod. WNDWS & Nadddot)",Track 6 on Trip At Knight.,2:41,"Aug 19, 2021",Album Track,Yes,https://open.spotify.com/track/6sGtiEr9erP5tORfJkf0qp?si=b26522c23e674cc5
Trip At Knight,"Supernatural
(prod. Nadddot, Rok & Warren Hunter)",Track 8 on Trip At Knight.,2:20,"Aug 19, 2021",Album Track,Yes,https://open.spotify.com/track/0Gthl5sNnoTUutr5mq1aHN?si=19a8726c5c4847b5
